Date,Time,TxBat(V),VSpeed(m/s),Altitude(m),VFR(%),RxBatt(V),RSSI(dB),RX,VFAS(V),Temp 1(°,Current(A),ADC2(V),GPS Alt(m),Temp 2(°,Latitude, Longitude,GPS Speed(km/h),Consumption(mAh),Distance(m),Power(W),CELLS(V),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Pot3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,
2024-07-20,18:28:33.100,7.42,0.05,135.24,97,5.80,50,0,24.05,44,0.5,23.25,117.90,-26,50.181097, 8.838994,38.195,639,337,12,4.00,-179,-466,-1022,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:33.360,7.42,0.02,135.19,97,5.86,51,0,24.05,44,0.3,23.26,117.90,-26,50.181074, 8.838994,38.195,639,336,7,4.00,-187,-383,-1022,52,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:33.630,7.42,0.00,135.17,98,5.76,52,0,24.05,44,0.4,23.27,117.80,-26,50.181074, 8.839127,37.851,639,343,10,4.00,-181,-444,-1022,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:33.890,7.41,-0.04,135.11,98,5.82,53,0,24.05,44,0.4,23.27,117.80,-26,50.181074, 8.839127,36.384,639,343,10,4.00,-167,-414,-1023,105,-501,-538,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:34.150,7.41,-0.15,134.95,98,5.85,54,0,24.04,44,0.5,23.25,117.80,-26,50.181074, 8.839127,36.384,639,343,12,4.00,-118,-349,-1022,326,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:34.430,7.41,-0.34,134.75,98,5.78,57,0,24.04,44,0.5,23.24,119.20,-26,50.181075, 8.839261,36.384,639,351,12,4.00,-118,-365,-1022,252,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:34.720,7.41,-0.60,134.43,98,5.75,58,0,24.04,44,0.5,23.21,119.20,-26,50.181075, 8.839261,35.367,639,351,12,4.00,-153,-495,-1023,0,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:34.980,7.42,-0.78,134.12,98,5.69,57,0,24.04,44,0.2,23.21,119.20,-26,50.181075, 8.839261,34.401,639,351,5,4.00,-166,-512,-1023,0,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:35.250,7.42,-0.91,133.84,98,5.80,52,0,24.04,44,0.2,23.18,119.20,-26,50.181075, 8.839261,34.401,639,351,5,4.00,-172,-462,-1023,27,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:35.530,7.42,-1.08,133.47,98,5.77,48,0,24.05,44,0.4,23.18,119.90,-26,50.181100, 8.839383,34.708,639,359,10,4.00,-175,-457,-1023,0,-501,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:35.800,7.42,-1.15,133.16,96,5.82,47,0,24.05,44,0.5,23.18,119.90,-26,50.181100, 8.839383,34.708,639,359,12,4.00,-167,-464,-1023,-35,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:36.100,7.42,-1.19,132.78,96,5.84,50,0,24.04,44,0.6,23.21,119.90,-26,50.181100, 8.839383,36.606,639,359,14,4.00,-137,-386,-1022,190,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:36.370,7.41,-1.24,132.49,96,5.81,55,0,24.04,44,0.6,23.24,119.90,-26,50.181100, 8.839383,37.073,639,359,14,4.00,-139,-423,-1022,43,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:36.640,7.42,-1.20,132.28,96,5.83,58,0,24.05,44,0.8,23.25,120.00,-26,50.181187, 8.839497,37.073,639,369,19,4.00,-157,-554,-1022,0,-502,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:36.910,7.41,-1.10,132.11,96,5.83,57,0,24.05,44,0.2,23.25,120.00,-26,50.181187, 8.839562,38.532,639,373,5,4.00,-156,-571,-1022,0,-502,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:37.170,7.41,-0.99,132.00,97,5.80,50,0,24.05,44,0.2,23.24,120.00,-26,50.181187, 8.839562,38.532,639,373,5,4.00,-144,-487,-1023,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:37.440,7.41,-0.83,131.83,97,5.84,51,0,24.05,44,0.4,23.23,120.00,-26,50.181249, 8.839608,39.592,639,378,10,4.00,-144,-233,-1023,22,-501,-538,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:37.700,7.41,-0.70,131.83,97,5.85,56,0,24.05,44,0.4,23.22,120.30,-26,50.181249, 8.839608,39.592,639,378,10,4.00,-55,-141,-1022,469,-502,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:37.960,7.41,-0.45,131.87,95,5.87,60,0,24.04,44,0.4,23.22,120.30,-26,50.181249, 8.839608,40.849,639,378,10,4.00,-62,-138,-1022,604,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:38.220,7.41,-0.25,131.91,95,5.80,62,0,24.04,44,0.7,23.22,120.30,-26,50.181249, 8.839608,40.849,639,378,17,4.00,-133,-478,-1022,109,-502,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:38.500,7.41,-0.23,131.81,96,5.86,63,0,24.04,44,0.7,23.21,120.40,-26,50.181318, 8.839632,41.877,639,384,17,4.00,-156,-421,-1023,28,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:38.760,7.42,-0.32,131.61,96,5.84,61,0,24.05,44,0.3,23.21,120.40,-26,50.181318, 8.839632,41.877,639,384,7,4.00,-144,-312,-1022,93,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:39.090,7.42,-0.44,131.45,96,5.83,62,0,24.05,44,0.4,23.18,120.40,-26,50.181318, 8.839632,43.914,640,384,10,4.00,0,-114,-1022,598,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:39.370,7.42,-0.53,131.27,96,5.92,62,0,24.05,44,0.5,23.21,120.10,-26,50.181406, 8.839616,43.914,640,386,12,4.00,-29,-163,-1022,549,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:39.630,7.42,-0.61,131.11,96,5.89,61,0,24.05,44,0.5,23.24,119.90,-26,50.181406, 8.839616,45.751,640,386,12,4.00,-74,-201,-1022,370,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:39.890,7.42,-0.63,130.92,97,5.88,62,0,24.05,44,0.3,23.24,119.90,-26,50.181406, 8.839616,45.751,640,386,7,4.00,-46,0,-1022,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:40.150,7.42,-0.67,130.74,97,5.81,61,0,24.05,44,0.6,23.23,119.90,-26,50.181406, 8.839616,45.751,640,386,14,4.00,-29,0,-1022,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:40.410,7.42,-0.69,130.59,97,5.79,62,0,24.05,44,0.3,23.24,119.90,-26,50.181495, 8.839616,51.741,640,391,7,4.00,-32,0,-1022,0,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:40.690,7.42,-0.73,130.31,98,5.77,61,0,24.05,44,0.2,23.24,118.80,-26,50.181495, 8.839542,51.741,640,387,5,4.00,-113,-208,-1022,-105,-501,-539,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:40.950,7.42,-0.97,129.85,98,5.83,62,0,24.04,44,0.7,23.26,118.80,-26,50.181495, 8.839542,54.737,640,387,17,4.00,-133,-312,-1022,-116,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:41.220,7.42,-1.19,129.53,98,5.86,63,0,24.04,44,0.7,23.24,118.80,-26,50.181495, 8.839542,54.737,640,387,17,4.00,-92,-304,-1022,24,-502,-538,147,-1024,-652,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:41.480,7.42,-1.25,129.22,97,5.81,63,0,24.04,44,0.7,23.23,117.30,-26,50.181570, 8.839411,55.878,640,384,17,4.00,-163,-199,-1022,-131,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:41.760,7.42,-1.13,129.12,97,5.89,62,0,24.05,44,0.7,23.23,117.30,-26,50.181611, 8.839319,55.878,640,381,17,4.00,-173,-88,-1023,-24,-502,-539,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:42.020,7.42,-0.81,129.18,98,5.82,61,0,24.05,44,0.5,23.25,117.30,-26,50.181611, 8.839319,55.647,640,381,12,4.00,-162,-64,-1023,24,-501,-538,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:42.300,7.42,-0.39,129.42,98,5.84,60,0,24.05,44,0.4,23.21,117.30,-26,50.181611, 8.839319,55.647,640,381,10,4.00,-104,0,-1022,304,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:42.560,7.42,0.04,129.66,98,5.82,60,0,24.05,44,0.7,23.21,116.70,-26,50.181630, 8.839193,52.319,640,376,17,4.00,-76,0,-1022,420,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:42.840,7.41,0.43,130.05,98,5.81,59,0,24.05,44,0.8,23.19,116.70,-26,50.181630, 8.839193,50.341,640,376,19,4.00,-147,-73,-1022,0,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:43.120,7.41,0.70,130.31,98,5.83,58,0,24.05,44,0.5,23.16,116.70,-26,50.181630, 8.839193,50.341,640,376,12,4.00,-92,0,-1022,0,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:43.400,7.41,0.75,130.46,98,5.78,58,0,24.05,44,0.5,23.20,116.50,-26,50.181630, 8.839193,46.694,640,376,12,4.00,-87,-60,-1022,428,-502,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:43.670,7.41,0.62,130.43,98,5.84,56,0,24.05,44,0.5,23.20,116.50,-26,50.181613, 8.839046,46.694,640,366,12,4.00,-79,-59,-1022,562,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:43.960,7.41,0.33,130.35,98,5.82,54,0,24.05,44,0.2,23.20,116.50,-26,50.181613, 8.839046,46.257,640,366,5,4.00,-144,-137,-1022,0,-502,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:44.220,7.42,0.18,130.30,97,5.80,52,0,24.05,44,0.2,23.22,116.50,-26,50.181613, 8.839046,46.257,640,366,5,4.00,-176,-130,-1023,-230,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:44.500,7.42,-0.02,130.13,97,5.81,52,0,24.05,44,0.7,23.24,116.50,-26,50.181546, 8.838908,45.444,640,355,17,4.00,-248,-143,-1022,-388,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:44.780,7.42,-0.26,129.91,97,5.73,55,0,24.05,44,0.4,23.24,115.40,-26,50.181546, 8.838908,45.444,640,355,10,4.00,-301,-119,-1023,-34,-502,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:45.090,7.42,-0.55,129.54,97,5.83,56,0,24.05,44,0.5,23.23,115.40,-26,50.181546, 8.838908,43.486,640,355,12,4.00,-303,-180,-1023,294,-502,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:45.370,7.41,-0.75,129.28,97,5.78,55,0,24.05,44,0.5,23.25,115.40,-26,50.181546, 8.838908,43.486,640,355,12,4.00,-295,-98,-1022,82,-502,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:45.630,7.42,-0.83,129.07,97,5.90,55,0,24.04,44,0.4,23.21,114.30,-26,50.181546, 8.838824,43.831,640,350,10,4.00,-315,-202,-1022,0,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:45.890,7.41,-0.79,128.99,97,5.79,56,0,24.04,44,0.2,23.21,114.30,-26,50.181546, 8.838824,44.766,640,350,5,4.00,-331,-252,-1023,-54,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:46.160,7.42,-0.63,128.91,97,5.75,57,0,24.05,44,0.5,23.19,114.30,-26,50.181546, 8.838824,44.766,640,350,12,4.00,-324,-286,-1023,-275,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:46.430,7.41,-0.51,128.89,97,5.73,58,0,24.05,44,0.4,23.16,113.30,-26,50.181419, 8.838779,45.311,641,340,10,4.00,-282,-307,-1022,-115,-502,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:46.690,7.42,-0.37,128.92,97,5.79,57,0,24.05,44,0.7,23.16,113.30,-26,50.181419, 8.838779,45.311,641,340,17,4.00,-253,-311,-1022,-188,-502,-538,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:46.950,7.42,-0.22,128.95,97,5.76,58,0,24.05,44,0.7,23.30,113.30,-26,50.181419, 8.838779,44.033,641,340,17,4.00,-188,-283,-1023,0,-502,-538,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:47.210,7.41,-0.13,128.95,97,5.80,58,0,24.05,44,0.6,23.30,113.30,-26,50.181419, 8.838779,44.033,641,340,14,4.00,0,-255,-1023,269,-501,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:47.490,7.41,0.08,129.20,97,5.79,58,0,24.04,44,0.2,23.30,113.60,-26,50.181301, 8.838772,40.808,641,333,5,4.00,0,-178,-1022,312,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:47.750,7.41,0.35,129.45,98,5.74,58,0,24.04,44,0.4,23.27,113.60,-26,50.181301, 8.838772,40.808,641,333,10,4.00,-117,-182,-1022,121,-502,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:48.020,7.42,0.48,129.58,98,5.82,55,0,24.05,44,0.7,23.28,113.60,-26,50.181301, 8.838772,37.053,641,333,17,4.00,-209,-159,-1023,44,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:48.300,7.42,0.57,129.79,97,5.76,54,0,24.05,44,0.4,23.29,113.60,-26,50.181301, 8.838772,37.253,641,333,10,4.00,-202,-194,-1022,0,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:48.580,7.42,0.69,130.04,97,5.80,55,0,24.05,44,0.6,23.29,115.10,-26,50.181197, 8.838791,37.253,641,328,14,4.00,-123,-228,-1022,376,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:48.870,7.42,0.73,130.17,97,5.73,55,0,24.05,44,0.8,23.29,115.10,-26,50.181197, 8.838791,37.253,641,328,19,4.00,-111,-280,-1022,443,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:49.140,7.42,0.58,130.18,98,5.78,57,0,24.05,44,0.3,23.29,115.10,-26,50.181197, 8.838791,36.088,641,328,7,4.00,-157,-272,-1023,425,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:49.410,7.42,0.41,130.16,98,5.75,57,0,24.05,44,0.2,23.24,114.50,-26,50.181110, 8.838841,36.088,641,326,5,4.00,-133,-359,-1022,272,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:49.670,7.42,0.22,130.03,99,5.82,56,0,24.05,44,0.5,23.24,114.50,-26,50.181110, 8.838841,35.117,641,326,12,4.00,-125,-394,-1022,438,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:49.940,7.42,-0.12,129.81,99,5.86,54,0,24.05,44,0.5,23.21,114.50,-26,50.181110, 8.838841,35.299,641,326,12,4.00,-104,-553,-1022,121,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:50.210,7.42,-0.34,129.56,99,5.82,53,0,24.05,44,0.2,23.21,114.50,-26,50.181110, 8.838841,35.299,641,326,5,4.00,-135,-546,-1022,-14,-502,-539,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:50.470,7.42,-0.57,129.30,99,5.83,52,0,24.05,44,0.2,23.21,113.50,-26,50.181034, 8.838841,36.786,641,322,5,4.00,-190,-405,-1023,-167,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:50.730,7.42,-0.76,129.05,99,5.82,51,0,24.04,44,0.6,23.20,113.50,-26,50.181034, 8.838913,36.786,641,326,14,4.00,-160,-159,-1023,-32,-502,-539,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:51.000,7.42,-0.83,128.83,99,5.87,50,0,24.04,44,0.4,23.25,113.50,-26,50.181034, 8.838913,37.462,641,326,10,4.00,-200,-220,-1022,-66,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:51.290,7.42,-0.85,128.61,99,5.83,50,0,24.05,44,0.3,23.27,113.50,-26,50.181034, 8.838913,37.799,641,326,7,4.00,-211,-219,-1022,-52,-502,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:51.550,7.42,-0.79,128.59,99,5.86,49,0,24.05,44,0.5,23.27,112.80,-26,50.180967, 8.839008,37.799,641,329,12,4.00,-195,-323,-1023,-319,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:51.830,7.42,-0.53,128.59,99,5.75,48,0,24.04,44,0.7,23.27,112.80,-26,50.180967, 8.839008,37.799,641,329,17,4.00,-77,-436,-1023,-262,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:52.090,7.42,-0.42,128.54,99,5.80,46,0,24.04,44,0.2,23.27,112.80,-26,50.180967, 8.839008,37.988,641,328,5,4.00,-71,-374,-1022,-218,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:52.360,7.42,-0.39,128.47,99,5.82,46,0,24.04,44,0.5,23.27,112.80,-26,50.180915, 8.839008,37.988,641,327,12,4.00,-144,-299,-1023,0,-502,-538,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:52.620,7.42,-0.32,128.39,98,5.75,48,0,24.04,44,0.5,23.28,113.10,-26,50.180915, 8.839122,36.667,641,333,12,4.00,-187,-312,-1022,115,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:52.890,7.42,-0.31,128.36,98,5.73,49,0,24.04,44,0.3,23.26,113.10,-26,50.180915, 8.839122,35.228,641,333,7,4.00,-85,-281,-1023,268,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:53.150,7.42,-0.32,128.19,98,5.80,51,0,24.04,44,0.4,23.26,113.10,-26,50.180915, 8.839122,35.228,641,333,10,4.00,-69,-328,-1023,133,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:53.410,7.42,-0.39,128.13,98,5.78,52,0,24.04,44,0.7,23.25,113.90,-26,50.180888, 8.839244,33.775,641,340,17,4.00,-172,-416,-1022,0,-502,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:53.680,7.42,-0.42,127.91,98,5.87,52,0,24.04,44,0.5,23.26,113.90,-26,50.180888, 8.839244,33.775,641,340,12,4.00,-158,-450,-1022,0,-501,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:53.950,7.42,-0.58,127.70,98,5.83,52,0,24.04,44,0.5,23.27,113.90,-26,50.180888, 8.839244,33.075,642,340,12,4.00,-66,-362,-1022,212,-502,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:54.220,7.42,-0.69,127.47,98,5.83,55,0,24.05,44,0.4,23.27,113.90,-26,50.180888, 8.839244,33.075,642,339,10,4.00,-61,-330,-1022,268,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:54.500,7.42,-0.83,127.14,98,5.77,59,0,24.05,44,0.2,23.28,114.90,-26,50.180890, 8.839363,33.608,642,347,5,4.00,-27,-257,-1022,353,-501,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:54.760,7.42,-0.86,126.98,98,5.84,59,0,24.05,44,0.2,23.28,114.90,-26,50.180890, 8.839363,33.608,642,347,5,4.00,-25,-438,-1022,0,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:55.030,7.42,-0.91,126.71,98,5.81,58,0,24.05,44,0.5,23.28,114.90,-26,50.180890, 8.839363,35.564,642,347,12,4.00,-126,-501,-1022,-25,-501,-539,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:55.290,7.42,-0.99,126.42,98,5.81,56,0,24.04,44,0.4,23.29,114.90,-26,50.180890, 8.839363,38.192,642,346,10,4.00,-129,-511,-1022,-139,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:55.570,7.42,-1.08,126.10,98,5.86,55,0,24.04,44,0.7,23.26,114.60,-26,50.180919, 8.839474,38.192,642,354,17,4.00,-115,-450,-1023,-64,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:55.830,7.42,-1.06,125.93,98,5.88,50,0,24.04,44,0.5,23.27,114.60,-26,50.180919, 8.839474,38.192,642,354,12,4.00,-87,-432,-1022,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:56.120,7.42,-0.94,125.80,97,5.77,48,0,24.05,44,0.4,23.27,114.60,-26,50.180919, 8.839474,38.447,642,354,10,4.00,-128,-408,-1022,0,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:56.380,7.41,-0.76,125.75,97,5.73,51,0,24.05,44,0.2,23.26,114.20,-26,50.180974, 8.839574,38.447,642,362,5,4.00,-75,-339,-1022,23,-502,-539,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:56.650,7.42,-0.51,125.83,97,5.76,53,0,24.05,44,0.5,23.24,114.20,-26,50.180974, 8.839574,39.960,642,362,12,4.00,-38,-245,-1022,367,-501,-539,147,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:56.930,7.41,-0.25,125.90,96,5.80,56,0,24.05,44,0.3,23.24,114.20,-26,50.180974, 8.839574,41.323,642,362,7,4.00,-77,-214,-1022,200,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:57.200,7.41,-0.11,125.88,96,5.86,56,0,24.04,44,0.7,23.26,114.20,-26,50.180974, 8.839574,41.323,642,362,17,4.00,-23,-155,-1022,449,-502,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:57.470,7.41,-0.13,125.82,97,5.77,54,0,24.04,44,0.6,23.37,114.00,-26,50.181063, 8.839574,42.960,642,366,14,4.00,-22,-154,-1023,231,-501,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:57.760,7.41,-0.21,125.65,97,5.77,50,0,24.04,44,0.3,23.45,114.00,-26,50.181063, 8.839663,42.960,642,371,7,4.00,0,-177,-1022,0,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:58.040,7.41,-0.36,125.49,97,5.82,54,0,24.04,44,0.4,23.45,114.00,-26,50.181063, 8.839663,42.960,642,371,10,4.00,-34,-147,-1022,139,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:58.320,7.41,-0.63,125.08,95,5.75,57,0,24.04,44,0.5,23.41,114.00,-26,50.181063, 8.839663,45.444,642,371,12,4.00,-73,-386,-1022,68,-501,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:58.580,7.42,-0.92,124.67,95,5.78,60,0,24.04,44,0.2,23.36,113.60,-26,50.181162, 8.839663,45.444,642,376,5,4.00,-70,-230,-1022,297,-502,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:58.860,7.42,-1.39,123.98,96,5.74,63,0,24.04,44,0.2,23.34,113.60,-26,50.181162, 8.839663,45.444,642,376,5,4.00,0,-202,-1022,387,-502,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:59.150,7.42,-1.76,123.36,96,5.67,64,0,24.04,44,0.7,23.34,113.60,-26,50.181162, 8.839663,46.879,642,375,17,4.00,-41,-190,-1022,75,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:59.410,7.41,-1.96,122.87,96,5.77,65,0,24.03,44,0.6,23.33,112.30,-26,50.181255, 8.839693,46.879,642,381,14,4.00,-152,-285,-1023,-164,-502,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:59.670,7.42,-2.03,122.29,97,5.75,65,0,24.04,44,0.4,23.30,112.30,-26,50.181255, 8.839693,50.224,642,381,10,4.00,-191,-272,-1022,-181,-501,-539,147,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:28:59.930,7.41,-2.01,121.97,97,5.71,64,0,24.04,44,0.4,23.30,112.30,-26,50.181255, 8.839693,51.580,642,381,10,4.00,-192,-115,-1022,0,-501,-538,146,-1024,-651,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:29:00.200,7.42,-1.75,121.79,98,5.78,63,0,24.04,44,0.8,23.25,112.30,-26,50.181255, 8.839693,51.580,642,381,19,4.00,-189,0,-1022,0,-502,-538,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:29:00.460,7.41,-1.42,121.70,98,5.83,61,0,24.04,44,0.8,23.24,111.40,-26,50.181355, 8.839650,53.704,642,383,19,4.00,-189,-84,-1023,-55,-501,-539,146,-1024,-650,0,0,0,0,0,1,0,-1,-1,-1,
