Date,Time,TxBat(V),VSpeed(m/s),Altitude(m),VFR(%),RxBatt(V),RSSI(dB),RX,VFAS(V),Temp 1(°,Current(A),ADC2(V),GPS Alt(m),Temp 2(°,Latitude, Longitude,GPS Speed(km/h),Consumption(mAh),Distance(m),Power(W),CELLS(V),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Pot3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,
2024-07-20,18:20:42.990,7.46,-0.03,1.57,100,5.68,100,0,25.13,31,0.2,23.07,-9.00,-26,50.179721, 8.835231,0.159,48,6,5,4.18,0,0,-1023,0,-502,1024,147,-1024,-648,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:43.080,7.45,-0.01,1.56,100,5.71,100,0,25.13,31,0.2,23.07,-9.00,-26,50.179721, 8.835231,0.159,48,6,5,4.18,0,0,-1023,0,-502,1024,147,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:43.350,7.45,0.00,1.57,100,5.69,100,0,25.13,31,0.5,23.07,-9.40,-26,50.179719, 8.835231,0.513,48,6,13,4.18,0,0,-1022,0,-501,1024,147,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:43.610,7.45,0.02,1.53,100,5.70,100,0,25.13,31,0.5,23.07,-9.40,-26,50.179719, 8.835231,0.513,48,6,13,4.18,0,0,-1023,0,-501,1024,147,-1024,-648,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:43.870,7.45,-0.02,1.53,100,5.75,100,0,25.13,31,0.2,23.08,-9.40,-26,50.179719, 8.835231,0.261,48,6,5,4.18,0,0,-404,0,-501,1024,147,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:44.130,7.45,0.03,1.60,100,5.77,100,0,25.13,31,0.8,23.24,-9.40,-26,50.179719, 8.835231,0.261,48,6,20,4.18,0,0,-83,0,-502,1023,147,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:44.390,7.45,0.11,1.65,100,5.82,100,0,25.12,31,13.1,23.24,-9.50,-26,50.179718, 8.835232,0.298,48,6,329,4.18,0,0,107,0,-502,1023,147,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:44.670,7.45,0.12,1.70,100,5.82,100,0,25.06,31,21.5,23.20,-9.50,-26,50.179718, 8.835232,0.298,50,6,539,4.17,0,0,204,0,-502,1023,146,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:44.950,7.45,0.19,1.97,100,5.84,100,0,24.99,31,18.2,23.15,-9.50,-26,50.179718, 8.835232,0.293,51,6,455,4.16,0,0,661,0,-501,1023,146,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:45.220,7.45,0.58,2.33,100,5.78,100,0,24.66,31,91.9,23.15,-9.50,-26,50.179716, 8.835232,0.293,54,7,2000,4.11,0,0,1015,0,-501,1024,147,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:45.500,7.46,1.07,3.00,100,5.79,100,0,24.42,31,76.1,23.11,-9.70,-26,50.179716, 8.835234,0.332,61,7,1858,4.07,0,0,1015,0,-502,1024,146,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:45.770,7.46,1.45,3.52,100,5.75,100,0,24.23,31,74.1,23.11,-9.70,-26,50.179716, 8.835234,0.954,67,7,1795,4.03,0,0,1015,0,-502,1024,146,-1024,-648,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:46.030,7.45,2.06,4.57,100,5.76,100,0,24.23,31,72.2,23.11,-9.70,-26,50.179716, 8.835234,0.954,72,8,1749,4.03,0,0,1015,0,-501,1023,146,-1024,-648,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:46.310,7.45,2.75,5.55,100,5.74,99,0,24.08,31,73.4,23.11,-9.80,-26,50.179716, 8.835237,2.326,78,8,1767,4.01,0,0,1015,0,-501,1024,146,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:46.590,7.45,3.12,6.56,100,5.81,94,0,23.95,31,72.9,23.11,-9.80,-26,50.179716, 8.835237,2.326,83,9,1746,3.99,0,0,1015,296,-502,1023,146,-1024,-649,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:46.880,7.45,3.65,7.90,100,5.80,82,0,23.85,31,72.9,23.10,-9.80,-26,50.179716, 8.835237,2.928,89,10,1739,3.97,0,24,1015,868,-502,1024,146,-1024,-644,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:47.160,7.45,4.29,9.42,99,5.73,78,0,23.75,31,74.2,23.10,-9.80,-26,50.179716, 8.835237,2.928,95,11,1762,3.95,0,28,1015,841,-501,1024,146,-1024,-644,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:47.430,7.45,5.07,11.19,99,5.72,76,0,23.67,31,76.1,23.10,-9.90,-26,50.179717, 8.835245,3.071,101,13,1801,3.94,0,372,1014,157,-502,1024,147,-1024,-644,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:47.690,7.44,6.11,13.27,99,5.72,74,0,23.61,31,74.1,23.10,-9.90,-26,50.179717, 8.835245,3.071,106,14,1750,3.93,0,337,1014,-86,-502,1024,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:47.960,7.44,6.83,15.63,100,5.78,73,0,23.55,31,75.2,23.08,-9.90,-26,50.179717, 8.835245,2.689,112,17,1771,3.92,0,51,1014,-92,-501,1024,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:48.240,7.44,7.58,17.78,100,5.74,75,0,23.51,31,71.5,23.08,-9.90,-26,50.179717, 8.835245,2.689,118,19,1681,3.91,9,-112,1015,-44,-501,1023,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:48.520,7.44,8.22,20.43,100,5.74,74,0,23.47,31,69.4,23.06,-10.20,-26,50.179717, 8.835253,2.021,123,21,1629,3.91,21,-256,1015,-216,-501,1024,146,-1024,-645,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:48.800,7.43,8.75,22.88,100,5.76,71,0,23.46,31,70.8,23.04,-10.20,-26,50.179717, 8.835253,1.913,129,24,1661,3.91,0,-305,1014,-185,-501,1023,146,-1024,-644,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:49.080,7.43,9.52,25.70,100,5.82,70,0,23.44,31,70.4,23.06,-10.20,-26,50.179717, 8.835253,1.913,134,26,1650,3.90,0,84,1015,0,-502,1024,146,-1024,-645,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:49.380,7.43,10.00,30.32,99,5.80,69,0,23.41,31,70.7,23.06,-10.20,-26,50.179718, 8.835260,1.076,140,31,1655,3.90,0,0,1014,0,-501,1024,146,-1024,-644,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:49.670,7.43,10.00,35.51,99,5.78,68,0,23.39,31,71.0,23.06,-10.20,-26,50.179718, 8.835260,1.076,146,35,1661,3.89,0,143,1014,0,-502,1023,147,-1024,-644,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:49.960,7.43,10.00,40.41,99,5.82,67,0,23.38,31,69.5,23.07,-10.20,-26,50.179718, 8.835260,1.076,151,40,1625,3.89,0,486,1015,0,-501,1023,146,-1024,-645,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:50.230,7.43,10.00,45.76,99,5.83,67,0,23.38,31,70.5,23.08,-10.50,-26,50.179718, 8.835260,1.982,157,46,1648,3.89,0,235,1014,0,-501,1024,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:50.510,7.43,10.00,50.57,99,5.79,63,0,23.36,31,71.1,23.08,-10.50,-26,50.179717, 8.835267,1.982,162,51,1661,3.89,0,263,1015,0,-502,1024,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:50.800,7.43,10.00,55.77,99,5.82,60,0,23.34,31,71.1,23.08,-10.50,-26,50.179717, 8.835267,4.513,168,56,1659,3.89,0,116,1015,0,-501,1024,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:51.110,7.43,10.00,60.86,99,5.84,60,0,23.32,31,69.7,23.06,-10.50,-26,50.179717, 8.835267,4.513,174,61,1625,3.88,0,153,1015,0,-501,1024,147,-1024,-645,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:51.400,7.43,10.00,66.06,98,5.77,60,0,23.28,31,71.8,23.05,-10.70,-26,50.179718, 8.835294,20.742,180,66,1672,3.88,0,157,1015,-102,-502,1023,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:51.680,7.43,10.00,70.45,98,5.76,59,0,23.28,31,69.8,23.06,-10.70,-26,50.179718, 8.835294,20.742,185,70,1625,3.88,0,368,1014,0,-502,1024,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:51.960,7.42,10.00,75.52,98,5.82,60,0,23.27,31,69.2,23.06,-10.70,-26,50.179718, 8.835294,27.906,191,75,1610,3.87,0,280,1015,0,-501,1024,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:52.240,7.41,10.00,79.94,98,5.79,61,0,23.25,31,69.2,23.09,-10.70,-26,50.179735, 8.835360,27.906,196,81,1609,3.87,0,289,1014,0,-502,1024,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:52.540,7.41,10.00,84.79,98,5.77,58,0,23.24,31,70.2,23.10,-7.40,-26,50.179735, 8.835360,39.169,202,85,1631,3.87,0,394,1015,0,-501,1007,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:52.820,7.41,10.00,88.76,98,5.78,58,0,23.22,31,68.5,23.10,-7.40,-26,50.179735, 8.835360,49.794,207,89,1591,3.87,0,210,1015,-33,-501,996,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:53.120,7.41,10.00,93.16,98,5.78,57,0,23.21,31,68.8,23.10,-7.40,-26,50.179735, 8.835360,49.794,213,93,1597,3.86,0,210,1014,-54,-501,846,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:53.420,7.41,10.00,97.36,98,5.78,57,0,23.21,31,67.3,23.10,-1.00,-26,50.179784, 8.835523,59.658,218,99,1562,3.86,0,249,1015,0,-502,421,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:53.730,7.41,10.00,101.60,98,5.79,54,0,23.20,31,67.5,23.10,-1.00,-26,50.179784, 8.835523,59.658,224,104,1566,3.86,0,215,1015,0,-501,-46,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:54.030,7.41,10.00,105.63,98,5.75,55,0,23.20,31,66.2,23.07,-1.00,-26,50.179784, 8.835523,69.351,230,108,1536,3.86,0,134,1014,-201,-502,-327,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:54.310,7.41,10.00,109.02,96,5.79,54,0,23.19,31,67.7,23.07,-1.00,-26,50.179784, 8.835523,69.351,235,111,1570,3.86,0,250,1015,0,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:54.580,7.41,10.00,112.97,96,5.84,55,0,23.19,31,67.3,23.08,7.20,-26,50.179858, 8.835729,58.006,240,119,1561,3.86,0,168,1014,0,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:54.840,7.42,10.00,116.26,94,5.87,56,0,23.19,31,64.9,23.08,7.20,-26,50.179858, 8.835729,52.254,245,122,1505,3.86,0,142,1014,0,-502,-330,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:55.110,7.42,10.00,119.65,94,5.79,57,0,23.19,31,64.7,23.09,7.20,-26,50.179858, 8.835729,53.083,250,126,1500,3.86,0,122,1014,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:55.390,7.43,10.00,122.96,94,5.78,58,0,23.18,31,65.6,23.09,26.40,-26,50.179915, 8.835905,44.203,255,134,1521,3.86,0,150,1015,187,-501,-330,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:55.650,7.43,10.00,126.34,96,5.81,59,0,23.18,31,65.3,23.09,26.40,-26,50.179915, 8.835905,44.203,260,137,1514,3.86,0,79,1015,112,-501,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:55.930,7.43,10.00,129.70,96,5.72,56,0,23.18,31,66.0,23.09,26.40,-26,50.179915, 8.835905,47.702,265,140,1530,3.86,19,111,1015,-22,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:56.210,7.43,10.00,133.68,96,5.80,53,0,23.18,31,62.8,23.09,26.40,-26,50.179915, 8.835905,47.702,270,144,1456,3.86,0,122,1014,-23,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:56.490,7.43,10.00,137.85,96,5.74,53,0,23.18,31,63.2,23.10,38.20,-26,50.179970, 8.836189,55.113,275,157,1465,3.86,0,129,1015,-184,-501,-331,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:56.770,7.43,10.00,141.60,96,5.81,54,0,23.18,31,64.1,23.10,38.20,-26,50.179970, 8.836189,52.583,280,160,1486,3.86,0,210,1015,-215,-502,-331,146,-1024,-648,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:57.040,7.43,10.00,145.36,95,5.81,54,0,23.17,31,64.1,23.07,38.20,-26,50.179970, 8.836189,52.583,284,163,1485,3.86,0,210,1015,-25,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:57.320,7.44,10.00,149.18,95,5.80,54,0,23.16,31,66.4,23.07,56.70,-26,50.179990, 8.836336,52.070,290,172,1538,3.86,0,128,1014,51,-501,-331,147,-1024,-648,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:57.590,7.44,10.00,153.73,95,5.72,54,0,23.16,31,63.4,23.08,56.70,-26,50.179990, 8.836336,52.070,294,175,1468,3.86,0,48,1014,0,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:57.870,7.43,10.00,157.68,94,5.77,53,0,23.15,31,65.1,23.08,56.70,-26,50.179990, 8.836336,55.522,299,179,1507,3.85,0,122,1014,342,-501,-330,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:58.140,7.43,10.00,162.57,94,5.69,53,0,23.15,31,64.7,23.09,56.70,-26,50.179990, 8.836336,55.522,304,183,1498,3.85,0,69,1014,0,-502,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:58.430,7.43,10.00,166.75,96,5.81,53,0,23.14,31,65.4,23.09,76.80,-26,50.180005, 8.836522,62.136,309,194,1513,3.85,0,233,1015,-51,-502,-330,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:58.690,7.43,10.00,170.34,96,5.80,53,0,23.13,31,64.1,23.09,76.80,-26,50.180005, 8.836522,62.136,314,196,1483,3.85,0,231,1015,-108,-502,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:58.970,7.43,10.00,175.08,96,5.87,52,0,23.13,31,65.1,23.07,76.80,-26,50.180005, 8.836522,66.429,319,201,1506,3.85,0,97,1014,-38,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:59.240,7.43,10.00,179.25,96,5.86,52,0,23.13,31,63.9,23.05,76.80,-26,50.180005, 8.836522,66.429,324,204,1478,3.85,0,111,1015,-72,-502,-331,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:59.530,7.44,10.00,183.96,96,5.83,51,0,23.12,31,63.4,23.05,90.50,-26,50.180011, 8.836746,71.394,329,216,1465,3.85,0,359,939,-1,-502,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:20:59.810,7.44,10.00,188.15,97,5.81,50,0,23.11,31,47.1,23.04,90.50,-26,50.180011, 8.836746,71.394,334,219,1088,3.85,0,447,659,0,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:00.090,7.44,10.00,192.06,97,5.76,47,0,23.18,32,47.1,23.20,90.50,-26,50.180011, 8.836746,71.394,338,223,1092,3.86,0,361,-267,0,-501,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:00.370,7.44,10.00,194.34,97,5.78,48,0,23.40,32,0.3,23.18,100.00,-26,50.180010, 8.836964,75.987,338,232,7,3.90,-70,0,-1023,0,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:00.640,7.44,10.00,195.85,94,5.78,50,0,23.60,32,0.3,23.18,100.00,-26,50.180010, 8.836964,75.987,338,234,7,3.93,-92,56,-1023,0,-501,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:00.900,7.44,10.00,197.24,94,5.81,51,0,23.75,32,0.7,23.16,100.00,-26,50.180010, 8.836964,76.557,338,235,17,3.95,0,0,-1022,0,-501,-330,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:01.170,7.44,9.73,199.22,94,5.75,50,0,23.87,32,0.4,23.14,100.00,-26,50.180010, 8.836964,76.557,338,237,10,3.97,0,472,-1023,0,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:01.440,7.44,9.14,200.70,94,5.79,51,0,23.96,32,0.5,23.14,116.30,-26,50.180002, 8.837260,77.361,338,250,12,3.99,0,135,-1022,0,-502,-330,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:01.720,7.44,8.29,202.32,94,5.80,52,0,24.04,32,0.2,23.13,116.30,-26,50.180002, 8.837260,77.361,338,251,5,4.00,0,0,-1023,0,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:01.990,7.44,7.49,203.54,93,5.78,52,0,24.11,32,0.4,23.10,116.30,-26,50.180002, 8.837260,74.833,338,252,10,4.01,0,0,-1023,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:02.260,7.44,6.69,204.56,93,5.74,54,0,24.16,32,0.4,23.08,116.30,-26,50.179983, 8.837260,74.833,338,253,10,4.02,0,0,-1022,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:02.550,7.44,5.75,205.48,94,5.74,54,0,24.16,32,0.2,23.08,131.70,-26,50.179983, 8.837548,71.874,338,266,5,4.02,-78,0,-1022,-414,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:02.810,7.44,5.06,206.29,94,5.71,56,0,24.21,32,0.7,23.06,131.70,-26,50.179983, 8.837548,70.712,338,267,17,4.03,-137,0,-1023,-478,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:03.130,7.44,4.40,207.13,94,5.75,56,0,24.25,32,0.4,23.07,131.70,-26,50.179983, 8.837548,70.712,338,267,17,4.04,0,0,-1023,-28,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:03.390,7.44,3.83,207.75,95,5.77,56,0,24.28,32,0.7,23.07,144.20,-26,50.179960, 8.837792,69.322,338,279,17,4.04,0,-79,-1023,0,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:03.660,7.44,3.48,208.24,95,5.74,56,0,24.30,32,0.4,23.07,144.20,-26,50.179960, 8.837792,69.322,338,279,10,4.05,0,-154,-1022,0,-501,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:03.940,7.45,2.93,208.62,95,5.74,54,0,24.33,32,0.4,23.08,144.20,-26,50.179960, 8.837792,65.407,338,280,10,4.05,-26,-266,-1023,-175,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:04.210,7.44,2.56,208.92,95,5.85,53,0,24.35,32,0.4,23.09,144.20,-26,50.179960, 8.837792,65.407,338,280,10,4.05,-284,-296,-1022,-422,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:04.480,7.44,2.14,209.31,95,5.74,52,0,24.37,32,0.5,23.09,144.20,-26,50.179960, 8.837792,65.407,338,280,12,4.06,-336,-261,-1023,-13,-501,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:04.740,7.44,1.97,209.74,95,5.71,52,0,24.39,32,0.6,23.06,144.20,-26,50.179960, 8.837792,65.407,339,281,15,4.06,-407,25,-1023,0,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:05.000,7.44,1.98,210.18,95,5.74,54,0,24.40,32,0.4,23.05,144.20,-26,50.179960, 8.837792,65.421,339,281,10,4.06,-400,-4,-1023,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:05.260,7.44,2.06,210.69,95,5.77,54,0,24.42,32,0.5,23.05,144.20,-26,50.179906, 8.837792,65.421,339,281,12,4.07,-436,-250,-1023,0,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:05.530,7.44,2.11,211.23,96,5.84,55,0,24.43,32,0.2,23.04,177.80,-26,50.179906, 8.838195,67.573,339,301,5,4.07,-295,-290,-1022,173,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:05.800,7.44,1.99,211.50,96,5.89,56,0,24.44,32,0.2,23.05,177.80,-26,50.179906, 8.838195,70.392,339,301,5,4.07,-306,-327,-1023,302,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:06.140,7.44,1.51,211.60,97,5.82,56,0,24.45,32,0.7,23.06,177.80,-26,50.179906, 8.838195,70.392,339,301,17,4.07,-44,-508,-1023,98,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:06.410,7.44,1.10,211.57,97,5.87,55,0,24.46,32,0.2,23.10,188.00,-26,50.179856, 8.838525,65.964,339,318,5,4.07,0,-580,-1023,0,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:06.700,7.44,0.63,211.42,98,5.89,55,0,24.47,32,0.7,23.10,188.00,-26,50.179856, 8.838525,65.964,339,318,17,4.07,0,-608,-1023,206,-502,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:06.980,7.44,0.17,211.09,98,5.80,54,0,24.47,32,0.3,23.10,188.00,-26,50.179856, 8.838525,59.178,339,318,7,4.07,33,-500,-1023,579,-502,-331,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:07.240,7.44,-0.26,210.87,98,5.80,53,0,24.47,32,0.7,23.10,188.00,-26,50.179856, 8.838525,59.943,339,318,17,4.07,0,-433,-1023,142,-502,-331,147,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:07.510,7.44,-0.52,210.58,98,5.71,53,0,24.48,32,0.4,23.10,197.70,-26,50.179808, 8.838798,59.943,339,332,10,4.08,-23,-97,-1022,0,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:07.790,7.44,-0.67,210.39,98,5.75,54,0,24.48,32,0.7,23.10,197.70,-26,50.179808, 8.838798,54.434,339,331,17,4.08,-27,-236,-1023,-72,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:08.100,7.44,-0.63,210.26,98,5.80,55,0,24.49,32,0.4,23.10,197.70,-26,50.179808, 8.838798,54.434,339,331,10,4.08,-288,-461,-1023,-264,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:08.360,7.44,-0.67,210.05,98,5.80,55,0,24.49,32,0.7,23.07,202.30,-26,50.179766, 8.839005,49.720,339,343,17,4.08,-75,-550,-1022,24,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:08.630,7.44,-0.78,209.80,98,5.81,55,0,24.49,32,0.3,23.07,202.30,-26,50.179766, 8.839005,49.720,339,343,7,4.08,0,-607,-1023,0,-502,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:08.890,7.44,-0.85,209.53,99,5.82,56,0,24.49,32,0.1,23.06,202.30,-26,50.179766, 8.839005,47.935,339,343,2,4.08,0,-330,-1023,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:09.150,7.44,-0.90,209.32,99,5.74,55,0,24.50,32,0.2,23.04,202.30,-26,50.179766, 8.839005,47.935,339,343,5,4.08,0,0,-1023,0,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:09.420,7.44,-0.84,209.20,99,5.81,54,0,24.51,32,0.4,23.06,205.80,-26,50.179711, 8.839200,40.908,339,354,10,4.08,0,-343,-1022,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:09.680,7.44,-0.74,209.08,99,5.78,52,0,24.51,32,0.5,23.06,205.80,-26,50.179711, 8.839200,40.908,339,354,12,4.08,0,-467,-1023,212,-501,-331,146,-1024,-646,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:09.940,7.44,-0.69,208.92,99,5.79,51,0,24.51,33,0.5,23.07,205.80,-26,50.179711, 8.839200,34.940,339,354,12,4.08,0,-462,-1022,359,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:10.220,7.44,-0.78,208.59,97,5.70,50,0,24.51,33,0.7,23.07,205.80,-26,50.179711, 8.839200,31.480,339,354,17,4.08,0,0,-1022,0,-502,-330,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:10.510,7.44,-0.93,208.29,97,5.80,49,0,24.51,33,0.6,23.07,207.30,-26,50.179657, 8.839348,31.480,339,362,15,4.08,0,0,-1022,0,-501,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:10.770,7.44,-1.00,208.08,97,5.77,50,0,24.51,33,0.2,23.08,207.30,-26,50.179657, 8.839348,30.991,339,362,5,4.08,0,0,-1023,0,-501,-331,147,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
2024-07-20,18:21:11.040,7.44,-1.00,207.82,95,5.74,47,0,24.51,33,0.2,23.06,207.30,-26,50.179657, 8.839348,30.991,339,362,5,4.08,0,0,-1023,0,-502,-331,146,-1024,-647,0,0,0,0,0,1,0,-1,-1,-1,
