Date,Time,TxBat(V),EMPF.,RSSI 2.4 GHz(dB),VFR(%),Empf.Bat.(V),Vario(m/s),Hoehe(m),Hoehengewinn(m),Fluggeschw.(km/h),Entfernung(m),Breitengrad, L–ngengrad,Satelliten,GPS Zeit(),GPS Alt(m),GPS Geschw.(kn),AccX(g),AccY(g),AccZ(g),U-Akku(V),I-Akku(A),mAh-Akku(mAh),U/min(U/min),Temp. FETs(ÄC),Temp. BEC(ÄC),Gasknueppel(%),PWM(%),U-BEC(V),I-BEC(A),mAh-BEC(mAh),GPS Kurs(Ä),ADC2(V),SR,HR,Gas,QR,Drehg. li.,Drehg. re.,SA,SB,SC,SD,SE,SF,LSch.1,LSch.2,LSch.3,LSch.4,LSch.5,LSch.6,
2023-05-04,13:14:40.300,8.2,0,100,100,6.00,-0.11,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.022,-0.020,0.105,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-16,-1017,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:40.330,8.2,0,100,100,6.00,-0.11,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.022,-0.020,0.105,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1017,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:40.400,8.2,0,100,100,6.00,-0.11,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.022,-0.020,0.105,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-15,-1015,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:40.470,8.2,0,100,100,6.00,-0.11,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.022,-0.020,0.105,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1017,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:40.540,8.2,0,100,100,6.00,-0.18,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,-0.020,0.105,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1018,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:40.610,8.2,0,100,100,6.00,-0.18,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,0.004,0.105,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-15,-1019,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:40.680,8.2,0,100,100,6.00,-0.18,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-16,-1019,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.760,8.2,0,100,100,6.00,-0.18,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1018,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.820,8.2,0,100,100,6.00,-0.11,1.25,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1017,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.890,8.2,0,100,100,6.00,-0.11,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1018,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.950,8.2,0,100,100,6.00,-0.11,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.30,0.180,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1019,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.020,8.2,0,100,100,6.00,-0.11,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.20,0.180,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1019,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.090,8.2,0,100,100,6.00,-0.02,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1020,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.160,8.2,0,100,100,6.00,-0.02,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-15,-1020,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.220,8.2,0,100,100,6.00,-0.02,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:41,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1021,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.290,8.2,0,100,100,6.00,-0.02,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1021,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.360,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1021,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.420,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1020,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.480,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1021,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.540,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1021,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.600,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1020,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.660,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.016,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1020,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:41.720,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.004,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1019,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.790,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474393,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.015,0.108,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1018,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.860,8.2,0,100,100,6.00,0.01,1.19,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-15,-1017,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.920,8.2,0,100,100,6.00,0.13,1.19,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1019,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.980,8.2,0,100,100,6.00,0.13,1.19,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-15,-1020,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.040,8.2,0,100,100,6.00,0.13,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1020,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.100,8.2,0,100,100,6.00,0.13,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.20,0.128,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1013,-16,-1020,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.160,8.2,0,100,100,6.00,0.13,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.30,0.128,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-16,-1022,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.220,8.2,0,100,100,6.00,0.14,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,301.10,0.00,0,0,1012,-16,-1023,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.280,8.2,0,100,100,6.00,0.14,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1012,-15,-1024,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.340,8.2,0,100,100,6.00,0.14,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:42,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-16,-1024,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.410,8.2,0,100,100,6.00,0.14,1.26,0.1,0.0,3,48.471020, 11.474394,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-1024,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.470,8.2,0,100,100,6.00,0.14,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-16,-1023,257,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.530,8.2,0,100,100,6.00,0.11,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1012,-15,-1022,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.590,8.2,0,100,100,6.00,0.11,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-999,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.660,8.2,0,100,100,6.00,0.11,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-904,258,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,
2023-05-04,13:14:42.720,8.2,0,100,100,6.00,0.11,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-16,-777,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.780,8.2,0,100,100,6.00,0.11,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,-0.003,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1012,-15,-704,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.840,8.2,0,100,100,5.97,0.05,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,0.001,0.015,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-632,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.910,8.2,0,100,100,5.97,0.05,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,0.001,-0.014,0.131,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1012,-15,-626,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.980,8.2,0,100,100,5.98,0.05,1.26,0.1,0.0,3,48.471020, 11.474395,19,2023-05-04 13:14:43,5.30,0.136,0.001,-0.014,0.107,12.37,0.1,19,0,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-603,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.050,8.2,0,100,100,5.96,0.05,1.26,0.1,0.0,3,48.471020, 11.474396,19,2023-05-04 13:14:43,5.30,0.136,0.001,-0.014,0.107,12.37,0.4,19,46,28,28,0,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-603,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.110,8.2,0,100,100,5.96,0.05,1.26,0.1,0.0,3,48.471020, 11.474396,19,2023-05-04 13:14:43,5.30,0.136,0.001,-0.014,0.107,12.37,0.4,19,46,28,28,13,100,5.99,0.0,0,302.42,0.00,0,0,1013,-15,-604,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.170,8.2,0,100,100,5.94,0.05,1.26,0.1,0.0,3,48.471020, 11.474396,19,2023-05-04 13:14:43,5.30,0.136,0.001,-0.014,0.107,12.37,0.4,19,46,28,28,13,6,5.99,0.0,0,302.42,0.00,0,0,1012,-15,-603,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.230,8.2,0,100,100,5.96,0.05,1.08,0.1,0.0,3,48.471020, 11.474396,19,2023-05-04 13:14:43,5.30,0.136,0.001,-0.014,0.107,12.37,0.4,19,46,28,28,13,6,5.99,0.0,0,302.42,0.00,0,0,1013,-15,54,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.300,8.2,0,100,100,5.96,0.05,1.08,0.1,0.0,3,48.471020, 11.474397,19,2023-05-04 13:14:43,5.60,0.136,0.001,-0.014,0.107,12.37,0.4,19,46,28,28,13,6,5.99,0.0,0,302.42,0.00,0,0,1013,-15,353,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.370,8.2,0,100,100,5.97,-0.01,1.08,0.1,0.0,3,48.471020, 11.474397,19,2023-05-04 13:14:43,5.60,0.255,0.001,-0.014,0.107,12.37,1.3,19,46,28,28,13,6,5.99,0.0,0,302.42,0.00,0,0,1013,-15,442,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.430,8.2,0,100,100,5.98,-0.01,1.08,0.1,0.0,3,48.471020, 11.474397,19,2023-05-04 13:14:43,5.60,0.255,0.001,-0.014,0.107,12.37,1.3,19,118,28,28,13,6,5.99,0.0,0,303.84,0.00,0,0,1013,-16,710,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.490,8.2,0,100,100,5.98,-0.01,1.08,0.1,0.0,3,48.471020, 11.474397,19,2023-05-04 13:14:43,5.60,0.255,0.001,-0.014,0.107,12.37,1.3,19,118,28,28,65,6,5.99,0.0,0,303.84,0.00,0,0,1012,-15,867,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.550,8.2,0,100,100,5.98,-0.01,1.08,0.1,0.0,3,48.471020, 11.474397,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.37,1.3,19,118,28,28,65,21,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.610,8.2,0,100,100,5.98,-0.01,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.37,1.3,19,118,28,28,65,21,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.670,8.2,0,100,100,5.99,0.00,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.35,1.3,19,118,28,28,65,21,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:43.730,8.2,0,100,100,5.99,0.00,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.35,3.8,19,118,28,28,65,21,5.99,0.0,0,303.84,0.00,0,0,1013,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.800,8.2,0,100,100,5.99,0.00,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.35,3.8,20,217,28,28,65,21,5.99,0.0,0,303.84,0.00,0,0,1013,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.870,8.2,0,100,100,5.99,0.00,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.35,3.8,20,217,28,28,100,38,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.930,8.2,0,100,100,5.99,0.00,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.001,-0.014,0.107,12.35,3.8,20,217,29,29,100,38,5.99,0.0,0,303.84,0.00,0,0,1012,-16,1024,257,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.990,8.2,0,100,100,5.99,0.66,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.014,0.107,12.35,3.8,20,217,29,29,100,38,5.99,0.0,0,303.84,0.00,0,0,1012,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.050,8.2,0,100,100,6.00,0.66,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.014,0.107,12.31,3.8,20,217,29,29,100,38,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.110,8.2,0,100,100,6.00,0.66,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.007,0.107,12.31,7.5,20,314,29,29,100,38,5.99,0.0,0,303.84,0.00,0,0,1012,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.170,8.2,0,100,100,6.00,0.66,1.08,0.1,0.0,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.007,0.081,12.31,7.5,20,314,29,29,100,38,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.230,8.2,0,100,100,6.00,0.66,1.08,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.007,0.081,12.31,7.5,20,314,29,29,100,56,5.99,0.0,0,303.84,0.00,0,0,1013,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.290,8.2,0,100,100,6.00,1.72,1.08,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.007,0.081,12.31,7.5,20,314,29,29,100,56,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,257,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.350,8.2,0,100,100,6.00,1.72,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.60,0.255,0.017,-0.007,0.081,12.31,7.5,20,314,29,29,100,56,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.420,8.2,0,100,100,6.00,1.72,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.90,0.255,0.017,-0.007,0.081,12.23,7.5,20,314,29,29,100,56,5.99,0.0,0,303.84,0.00,0,0,1013,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.480,8.2,0,100,100,6.00,1.72,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.90,0.063,0.017,-0.007,0.081,12.23,15.8,20,414,29,29,100,56,5.99,0.0,0,303.84,0.00,0,0,1013,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.540,8.2,0,100,100,6.00,2.92,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.90,0.063,0.017,-0.007,0.081,12.23,15.8,22,414,29,29,100,56,5.99,0.0,0,303.84,0.00,0,0,1013,-16,1024,257,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.600,8.2,0,100,100,6.00,2.92,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.90,0.063,0.017,-0.007,0.081,12.23,15.8,22,414,29,29,100,76,5.99,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.660,8.2,0,100,100,6.00,2.92,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:44,5.90,0.063,0.017,-0.007,0.081,12.23,15.8,22,414,29,29,100,76,5.99,0.0,0,303.84,0.00,0,0,1012,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:44.720,8.2,0,100,100,6.00,2.92,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:45,5.90,0.063,0.017,-0.007,0.081,12.23,15.8,22,414,29,29,100,76,6.00,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:45.780,8.2,0,100,100,6.00,2.92,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:45,5.90,0.063,0.017,-0.007,0.081,12.11,15.8,22,414,29,29,100,76,6.00,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:45.850,8.2,0,100,100,6.00,4.29,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:45,5.90,0.063,0.017,-0.007,0.081,12.11,28.3,22,536,29,29,100,76,6.00,0.0,0,303.84,0.00,0,0,1012,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:45.910,8.2,0,100,100,6.00,4.29,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:45,5.90,0.063,0.017,-0.007,0.081,12.11,28.3,24,536,29,29,100,76,6.00,0.0,0,303.84,0.00,0,0,1012,-16,1024,257,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:45.970,8.2,0,100,100,6.00,4.29,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:45,5.90,0.063,0.017,-0.007,0.081,12.11,28.3,24,536,30,29,100,100,6.00,0.0,0,303.84,0.00,0,0,1013,-16,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
2023-05-04,13:14:45.030,8.2,0,100,100,6.00,4.29,1.19,0.1,13.5,3,48.471020, 11.474398,19,2023-05-04 13:14:45,5.90,0.063,0.017,-0.007,0.081,12.11,28.3,24,536,30,30,100,100,6.00,0.0,0,303.84,0.00,0,0,1013,-15,1024,258,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,
