Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),RxBt(V),Curr(A),Capa(mAh),Bat%(%),Hdg(°),GAlt(m),Sats,Alt(m),VSpd(m/s),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-01-14,14:30:11.190,-78,-84,96,5,0,4,10,-71,97,12,,0.0,24.4,0.3,180,0,0.00,0,0,57.0,-4.1,276,-293,-1024,16,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1535,1542,988,1567,2012,1364,1646,1497,1500,1449,1502,1531,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:11.590,-80,-85,98,6,0,4,10,-73,98,13,,0.0,24.4,0.4,180,0,0.00,0,0,57.0,-4.1,271,-284,-1024,7,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1534,1541,988,1566,2012,1363,1645,1495,1500,1449,1501,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:11.990,-80,-82,100,7,0,4,10,-77,100,2,,0.0,24.4,0.3,180,0,0.00,0,0,55.0,-3.1,277,-220,-1024,2,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1542,988,1559,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:12.390,-80,-82,100,7,0,4,10,-67,100,10,,0.0,24.4,0.3,180,0,0.00,0,0,55.0,-1.1,286,-76,-1024,-213,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1493,1528,988,1543,2012,1347,1624,1449,1500,1449,1464,1487,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:12.790,-77,-81,100,9,0,4,10,-69,100,9,,0.0,24.4,0.4,180,0,0.00,0,0,55.0,-1.1,294,1,-1024,-273,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1481,1525,988,1534,2012,1343,1618,1437,1500,1449,1454,1475,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:13.190,-75,-84,100,6,0,4,10,-72,99,13,,0.0,24.4,0.4,180,0,0.00,0,0,55.0,0.0,1,3,-1024,2,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:13.590,-78,-85,99,5,0,4,10,-71,99,13,,0.0,24.4,0.4,180,0,0.00,0,0,55.0,0.0,0,3,-1024,5,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1534,1500,988,1534,2012,1363,1645,1494,1500,1449,1501,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:13.990,-76,-81,99,9,0,4,10,-68,100,13,,0.0,24.4,0.4,180,0,0.00,0,0,55.0,0.9,0,3,-1024,7,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1534,1500,988,1534,2012,1363,1645,1495,1500,1449,1501,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:14.390,-76,-81,99,9,0,4,10,-71,97,8,,0.0,24.4,0.4,180,0,0.00,0,0,55.0,-0.4,0,3,-1024,2,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:14.790,-76,-81,99,9,0,4,10,-69,97,13,,0.0,24.4,0.2,180,0,0.00,0,0,55.0,-0.4,0,3,-1024,2,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:15.190,-78,-78,97,9,1,4,10,-71,95,13,,0.0,24.4,0.2,180,0,0.00,0,0,54.0,-0.8,0,-2,-1024,-7,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1532,1500,988,1535,2012,1362,1644,1492,1500,1449,1499,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:15.590,-78,-77,95,8,1,4,10,-71,96,13,,0.0,24.4,0.2,180,0,0.00,0,0,54.0,-0.8,0,-115,-1024,-66,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1520,1496,988,1547,2012,1358,1638,1480,1500,1449,1489,1515,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:15.990,-77,-76,96,11,1,4,10,-70,96,9,,0.0,24.4,0.3,180,0,0.00,0,0,51.0,-3.4,-1,-297,-1024,-4,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1532,1500,988,1567,2012,1362,1644,1492,1500,1449,1500,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:16.390,-76,-75,97,10,1,4,10,-70,98,9,,0.0,24.4,0.3,180,0,0.00,0,0,51.0,-3.4,0,-241,-1024,-83,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1514,1495,988,1561,2012,1356,1635,1473,1500,1449,1484,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:16.790,-76,-75,97,10,1,4,10,-71,98,14,,0.0,24.4,0.3,180,0,0.00,0,0,49.0,-4.1,0,1,-1024,-128,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1508,1493,988,1534,2012,1353,1632,1467,1500,1449,1478,1503,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:17.190,-76,-75,97,10,1,4,10,-70,98,14,,0.0,24.4,0.4,180,0,0.00,0,0,49.0,-4.1,0,3,-1024,1,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:17.590,-79,-75,99,9,1,4,10,-72,98,12,,0.0,24.4,0.4,180,0,0.00,0,0,47.0,-1.4,0,3,-1024,3,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:17.990,-81,-76,98,8,1,4,10,-72,97,13,,0.0,24.4,0.3,180,0,0.00,0,0,47.0,-1.4,0,4,-1024,2,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:18.390,-80,-77,97,8,1,4,10,-70,97,11,,0.0,24.4,0.3,180,0,0.00,0,0,46.0,-0.7,0,3,-1024,0,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:18.790,-79,-76,97,9,1,4,10,-70,96,12,,0.0,24.4,0.3,180,0,0.00,0,0,46.0,-0.1,0,3,-1024,0,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:19.190,-79,-78,98,9,1,4,10,-72,98,12,,0.0,24.4,0.3,180,0,0.00,0,0,46.0,-0.1,-5,-38,-1024,-284,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1479,1483,988,1539,2012,1342,1617,1435,1500,1449,1452,1473,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:19.590,-79,-78,98,9,1,4,10,-73,98,13,,0.0,24.4,0.3,180,0,0.00,0,0,46.0,-0.5,-60,-166,-1024,-365,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1463,1472,988,1553,2012,1336,1609,1418,1500,1449,1438,1457,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:19.990,-81,-80,99,8,1,4,10,-75,99,12,,0.0,24.4,0.5,180,0,0.00,0,0,44.0,-2.8,-82,-215,-1024,-64,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1521,1486,988,1558,2012,1358,1638,1480,1500,1449,1489,1515,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:20.390,-82,-83,99,7,0,4,10,-79,98,11,,0.0,24.4,0.5,180,0,0.00,0,0,44.0,-2.8,-18,-134,-1024,2,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1498,988,1549,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:20.790,-81,-84,98,5,0,4,10,-74,98,11,,0.0,24.4,0.5,180,0,0.00,0,0,44.0,-2.8,0,1,-1024,2,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:21.190,-81,-86,99,5,0,4,10,-76,99,3,,0.0,24.4,0.3,180,0,0.00,0,0,44.0,-2.8,0,4,-1024,306,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1581,1520,988,1534,2012,1392,1667,1558,1500,1449,1554,1583,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:21.590,-81,-87,99,3,0,4,10,-75,99,4,,0.0,24.4,0.5,180,0,0.00,0,0,43.0,0.0,0,3,-1024,420,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1600,1528,988,1534,2012,1403,1675,1583,1500,1449,1571,1601,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:21.990,-81,-87,99,3,0,4,10,-74,99,12,,0.0,24.4,0.5,180,0,0.00,0,0,43.0,0.2,0,3,-1024,92,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1547,1506,988,1534,2012,1372,1651,1512,1500,1449,1515,1544,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:22.390,-79,-86,97,5,0,4,10,-69,97,14,,0.0,24.4,0.4,180,0,0.00,0,0,43.0,0.2,0,4,-1024,370,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1592,1525,988,1534,2012,1399,1671,1572,1500,1449,1563,1592,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:22.790,-78,-87,96,2,0,4,10,-67,98,14,,0.0,24.4,0.4,180,0,0.00,0,0,42.0,-1.0,0,3,-1024,1,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:23.190,-76,-85,96,7,0,4,10,-67,99,13,,0.0,24.4,0.4,180,0,0.00,0,0,42.0,-1.0,0,3,-1024,2,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:23.590,-74,-82,97,8,0,4,10,-66,99,14,,0.0,24.4,0.4,180,0,0.00,0,0,41.0,-2.7,0,3,-1024,2,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:23.990,-74,-82,96,8,0,4,10,-67,96,14,,0.0,24.4,0.4,180,0,0.00,0,0,40.0,-1.6,0,-58,-1024,-178,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1499,1490,988,1541,2012,1350,1627,1457,1500,1449,1470,1494,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:24.390,-74,-82,96,8,0,4,10,-67,95,14,,0.0,24.4,0.4,180,0,0.00,0,0,39.0,-2.4,0,-187,-1024,-303,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1475,1483,988,1555,2012,1341,1615,1431,1500,1449,1449,1469,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:24.790,-73,-80,96,10,0,4,10,-69,96,13,,0.0,24.4,0.5,180,0,0.00,0,0,39.0,-2.4,0,-37,-1024,1,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1538,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:25.190,-73,-78,97,10,0,4,10,-67,97,14,,0.0,24.4,0.5,180,0,0.00,0,0,37.0,-3.4,0,3,-1024,2,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:25.590,-73,-77,97,11,0,4,10,-66,97,14,,0.0,24.4,0.5,180,0,0.00,0,0,37.0,-3.4,0,4,-1024,2,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:25.990,-73,-78,97,11,0,4,10,-66,96,13,,0.0,24.4,0.3,180,0,0.00,0,0,37.0,-3.4,0,4,-1024,1,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:26.390,-73,-78,97,10,0,4,10,-67,98,13,,0.0,24.4,0.3,180,0,0.00,0,0,37.0,-0.1,1,3,-1024,3,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1534,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:26.790,-73,-78,97,10,0,4,10,-66,99,13,,0.0,24.4,0.3,180,0,0.00,0,0,37.0,-0.1,0,0,-1024,110,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1550,1507,988,1534,2012,1373,1653,1516,1500,1449,1518,1547,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:27.190,-73,-77,99,11,0,4,10,-66,99,13,,0.0,24.4,0.4,180,0,0.00,0,0,36.0,-0.8,0,-34,-1024,287,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1578,1519,988,1538,2012,1391,1665,1554,1500,1449,1549,1578,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:27.590,-72,-77,99,11,0,4,10,-67,99,14,,0.0,24.4,0.4,180,0,0.00,0,0,36.0,-1.2,0,-34,-1024,20,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1536,1501,988,1538,2012,1365,1646,1498,1500,1449,1503,1531,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:27.990,-73,-81,98,9,0,4,10,-68,98,11,,0.0,24.4,0.4,180,0,0.00,0,0,36.0,-1.2,0,-16,-1024,-47,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1524,1498,988,1536,2012,1359,1640,1484,1500,1449,1492,1519,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:28.390,-74,-80,99,9,0,4,10,-67,98,13,,0.0,24.4,0.4,180,0,0.00,0,0,36.0,-0.5,0,-11,-1024,-18,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1529,1499,988,1535,2012,1361,1643,1490,1500,1449,1497,1524,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:28.790,-75,-77,98,10,0,4,10,-68,99,13,,0.0,24.4,0.5,180,0,0.00,0,0,36.0,-0.5,0,-10,-1024,2,1,-1024,-9,0,0,0,0,10,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000078,1533,1500,988,1535,2012,1363,1645,1494,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:29.190,-75,-77,98,10,0,4,10,-69,99,14,,0.0,24.4,0.5,180,0,0.00,0,0,35.0,-0.7,0,-55,200,141,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1559,1511,1635,1523,2012,1379,1656,1528,1500,1449,1527,1556,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:29.590,-76,-77,99,10,0,4,10,-68,98,15,,0.0,24.4,0.3,180,0,0.00,0,0,35.0,-1.3,0,-80,948,0,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1533,1500,1974,1516,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:29.990,-75,-75,98,10,1,4,10,-66,97,14,,0.0,24.4,0.3,180,0,0.00,0,0,35.0,-1.3,0,-236,994,1,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1533,1500,1997,1533,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:30.390,-73,-73,97,10,1,4,10,-65,97,13,,0.0,24.2,8.5,180,0,0.00,0,0,35.0,-1.3,0,-290,1024,-19,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1529,1499,2012,1539,2012,1361,1643,1489,1500,1449,1497,1524,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:30.790,-73,-73,99,12,1,4,10,-65,99,13,,0.0,24.2,8.5,180,0,0.00,0,0,32.0,-4.0,-4,-416,1019,-1,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1533,1500,2009,1554,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:31.190,-72,-72,100,12,1,4,10,-66,100,11,,0.0,22.8,51.7,190,0,0.00,0,0,32.0,-4.0,0,-2,998,-1,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1533,1500,1999,1507,2012,1363,1645,1493,1500,1449,1500,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:31.590,-72,-72,100,12,1,4,10,-66,100,10,,0.0,22.8,51.7,190,0,0.00,0,0,30.0,-4.2,1,4,998,-13,1,-1024,-9,0,0,0,0,8,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1530,1500,1999,1507,2012,1362,1643,1490,1500,1449,1498,1525,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:31.990,-74,-72,100,11,1,4,10,-72,100,13,,0.0,21.8,74.7,200,0,0.00,0,0,30.0,-4.2,1,6,999,-19,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1529,1499,1999,1506,2012,1361,1643,1489,1500,1449,1497,1524,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:32.390,-74,-72,100,11,1,4,10,-69,96,12,,0.0,21.8,74.7,200,0,0.00,0,0,35.0,9.1,0,6,1020,-31,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1527,1498,2010,1506,2012,1360,1642,1487,1500,1449,1495,1522,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:32.790,-79,-76,94,9,1,4,10,-68,94,14,,0.0,21.7,68.2,220,0,0.00,0,0,35.0,9.1,0,6,1024,-4,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1532,1500,2012,1506,2012,1362,1644,1492,1500,1449,1500,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:33.190,-79,-75,92,8,1,4,10,-72,94,13,,0.0,21.7,68.2,220,0,0.00,0,0,46.0,13.8,0,7,1024,242,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1571,1516,2012,1506,2012,1386,1662,1545,1500,1449,1541,1570,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-01-14,14:30:33.590,-79,-75,92,8,1,4,10,-70,96,13,,0.0,21.6,65.4,230,0,0.00,0,0,46.0,13.8,0,6,1024,42,1,-1024,-9,0,0,0,0,7,748,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1539,1503,2012,1506,2012,1367,1648,1502,1500,1449,1507,1535,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
