Date,Time,TxBat(V),Rx RSSI1(dB),Rx RSSI2(dB),Rx Quality(%),Rx SNR(dB),Antenna,RF Mode,Tx Power(mW),Tx RSSI(dB),Tx Quality(%),Tx SNR(dB),Vario(m/s),Flughoehe(m),Breitengrad, L–ngengrad,GPS Sats,GPS Speed(km/h),GPS Heading(),GPS Alt(m),Rx Batt(V),Rx Curr(A),Rx Cons(mAh),Rx Batt%(%),Abstand(m),
2024-05-10,15:04:16.110,8.13,-32,-23,100,14,1,4,10,-20,100,14,0.05,0.00,48.442799, 11.542336,21,0.00,40.00,12,12.3,0.1,10,0,27,
2024-05-10,15:04:16.170,8.12,-32,-23,100,14,1,4,10,-20,100,14,0.05,0.00,48.442799, 11.542336,21,0.00,40.00,12,12.3,0.1,10,0,27,
2024-05-10,15:04:16.280,8.12,-32,-23,100,14,1,4,10,-20,100,14,0.05,0.00,48.442799, 11.542336,21,0.00,40.00,12,12.3,0.1,10,0,27,
2024-05-10,15:04:16.400,8.12,-32,-23,100,14,1,4,10,-20,100,14,0.03,0.00,48.442799, 11.542336,21,0.00,40.00,12,12.3,0.1,10,0,27,
2024-05-10,15:04:16.510,8.13,-32,-23,100,14,1,4,10,-20,100,14,0.03,0.00,48.442799, 11.542337,21,0.00,40.00,11,12.3,0.1,10,0,27,
2024-05-10,15:04:16.620,8.13,-32,-23,100,14,1,4,10,-19,100,14,0.01,0.00,48.442799, 11.542337,21,0.00,40.00,11,12.3,0.1,10,0,27,
2024-05-10,15:04:16.750,8.12,-32,-23,100,14,1,4,10,-19,100,14,0.01,0.00,48.442799, 11.542337,21,0.00,40.00,11,12.3,0.1,10,0,27,
2024-05-10,15:04:16.860,8.12,-32,-23,100,14,1,4,10,-19,100,14,0.01,0.00,48.442799, 11.542337,21,0.00,40.00,11,12.3,0.1,10,0,27,
2024-05-10,15:04:16.990,8.12,-32,-23,100,14,1,4,10,-19,100,14,0.01,0.00,48.442802, 11.542337,21,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:17.120,8.12,-32,-23,100,14,1,4,10,-18,100,13,0.00,0.00,48.442802, 11.542337,21,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:17.230,8.12,-32,-23,100,14,1,4,10,-18,100,13,0.00,0.00,48.442802, 11.542337,21,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:17.350,8.13,-32,-23,100,14,1,4,10,-20,100,14,0.00,0.00,48.442804, 11.542338,21,0.00,40.00,14,12.3,0.1,10,0,27,
2024-05-10,15:04:17.470,8.13,-32,-23,100,14,1,4,10,-20,100,14,0.00,0.00,48.442804, 11.542338,21,0.00,40.00,14,12.3,0.1,10,0,27,
2024-05-10,15:04:17.600,8.12,-32,-23,100,14,1,4,10,-19,100,14,-0.52,0.00,48.442804, 11.542338,21,0.00,40.00,14,12.3,0.1,10,0,27,
2024-05-10,15:04:17.730,8.12,-32,-23,100,14,1,4,10,-19,100,14,-0.52,0.00,48.442804, 11.542338,21,0.00,40.00,14,12.3,0.1,10,0,27,
2024-05-10,15:04:17.850,8.12,-32,-23,100,14,1,4,10,-19,100,14,-0.52,0.00,48.442805, 11.542338,22,0.00,40.00,9,12.3,0.1,10,0,27,
2024-05-10,15:04:17.960,8.13,-32,-23,100,14,1,4,10,-19,100,14,-0.52,0.00,48.442805, 11.542338,22,0.00,40.00,9,12.3,0.1,10,0,27,
2024-05-10,15:04:18.090,8.13,-32,-23,100,14,1,4,10,-19,100,14,0.03,0.00,48.442805, 11.542338,22,0.00,40.00,9,12.3,0.1,10,0,27,
2024-05-10,15:04:18.220,8.13,-32,-23,100,14,1,4,10,-19,100,14,0.03,0.00,48.442805, 11.542338,22,0.00,40.00,9,12.3,0.1,10,0,27,
2024-05-10,15:04:18.340,8.12,-32,-23,100,14,1,4,10,-19,100,14,0.03,0.00,48.442806, 11.542339,22,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:18.470,8.12,-32,-23,100,14,1,4,10,-18,100,14,0.06,0.00,48.442806, 11.542339,22,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:18.590,8.12,-32,-23,100,14,1,4,10,-18,100,14,0.06,0.00,48.442806, 11.542340,22,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:18.720,8.12,-32,-23,100,14,1,4,10,-20,100,15,0.06,0.00,48.442806, 11.542340,22,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:18.850,8.12,-32,-23,100,14,1,4,10,-20,100,15,0.06,0.00,48.442806, 11.542340,22,0.00,40.00,15,12.3,0.1,10,0,27,
2024-05-10,15:04:18.980,8.13,-32,-23,100,14,1,4,10,-23,100,14,0.06,0.00,48.442806, 11.542340,22,0.00,40.00,5,12.3,0.1,10,0,27,
2024-05-10,15:04:19.100,8.13,-32,-23,100,14,1,4,10,-23,100,14,0.06,0.00,48.442806, 11.542340,22,0.00,40.00,5,12.3,0.5,10,0,27,
2024-05-10,15:04:19.210,8.12,-32,-24,100,14,1,4,10,-22,100,14,0.05,0.00,48.442806, 11.542340,22,0.00,40.00,5,12.3,0.5,10,0,27,
2024-05-10,15:04:19.320,8.12,-32,-24,100,14,1,4,10,-22,100,14,0.05,0.00,48.442806, 11.542340,22,0.00,40.00,5,12.3,0.5,10,0,27,
2024-05-10,15:04:19.450,8.12,-32,-24,100,14,1,4,10,-19,100,14,0.05,0.00,48.442806, 11.542341,22,0.00,40.00,13,12.3,0.5,10,0,27,
2024-05-10,15:04:19.580,8.13,-32,-24,100,14,1,4,10,-19,100,14,0.05,0.00,48.442806, 11.542341,22,0.00,40.00,13,12.2,6.8,10,0,27,
2024-05-10,15:04:19.690,8.13,-32,-23,100,14,1,4,10,-20,100,15,0.68,0.00,48.442806, 11.542341,22,0.00,40.00,13,12.2,6.8,10,0,27,
2024-05-10,15:04:19.830,8.12,-32,-23,100,14,1,4,10,-20,100,15,0.68,0.00,48.442809, 11.542342,22,1.40,40.00,21,12.2,6.8,10,0,27,
2024-05-10,15:04:19.950,8.13,-32,-23,100,14,1,4,10,-19,100,13,0.68,0.00,48.442809, 11.542342,22,1.40,40.00,21,12.2,6.8,10,0,27,
2024-05-10,15:04:20.080,8.13,-32,-23,100,14,1,4,10,-19,100,13,0.68,0.00,48.442809, 11.542342,22,1.40,40.00,21,11.7,30.3,10,0,27,
2024-05-10,15:04:20.190,8.13,-32,-24,100,13,1,4,10,-22,100,14,4.32,0.00,48.442809, 11.542342,22,1.40,40.00,21,11.7,30.3,10,0,27,
2024-05-10,15:04:20.300,8.13,-32,-24,100,13,1,4,10,-22,100,14,4.32,0.00,48.442809, 11.542342,22,1.40,40.00,21,11.7,30.3,10,0,27,
2024-05-10,15:04:20.430,8.12,-32,-24,100,13,1,4,10,-25,100,14,4.32,0.00,48.442811, 11.542342,23,3.60,40.00,-17,11.7,30.3,10,0,27,
2024-05-10,15:04:20.550,8.12,-32,-24,100,13,1,4,10,-25,100,14,4.32,0.00,48.442811, 11.542342,23,3.60,40.00,-17,11.6,35.5,20,0,27,
2024-05-10,15:04:20.720,8.13,-34,-30,100,13,1,4,10,-28,100,14,5.65,2.00,48.442811, 11.542342,23,3.60,40.00,-17,11.6,35.5,20,0,27,
2024-05-10,15:04:20.830,8.12,-34,-30,100,13,1,4,10,-28,100,14,5.65,2.00,48.442815, 11.542348,22,4.50,46.00,69,11.6,35.5,20,0,27,
2024-05-10,15:04:20.960,8.12,-34,-30,100,13,1,4,10,-31,100,14,5.65,2.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.5,20,0,27,
2024-05-10,15:04:21.080,8.12,-34,-30,100,13,1,4,10,-31,100,14,5.65,2.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.5,20,0,27,
2024-05-10,15:04:21.190,8.12,-34,-35,100,13,1,4,10,-32,100,14,4.99,1.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.5,20,0,27,
2024-05-10,15:04:21.300,8.13,-34,-35,100,13,1,4,10,-32,100,14,4.99,1.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.3,20,0,27,
2024-05-10,15:04:21.410,8.12,-34,-35,100,13,1,4,10,-42,100,14,4.99,1.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.3,20,0,27,
2024-05-10,15:04:21.520,8.12,-34,-35,100,13,1,4,10,-42,100,14,2.00,1.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.3,20,0,27,
2024-05-10,15:04:21.650,8.12,-45,-42,100,14,1,4,10,-38,100,14,2.00,1.00,48.442815, 11.542348,22,4.50,46.00,69,11.5,35.3,20,0,27,
2024-05-10,15:04:21.770,8.13,-45,-42,100,14,1,4,10,-38,100,14,2.00,1.00,48.442837, 11.542376,23,4.90,30.00,60,11.5,35.3,20,0,25,
2024-05-10,15:04:21.880,8.13,-45,-42,100,14,1,4,10,-38,100,13,2.00,1.00,48.442837, 11.542376,23,4.90,30.00,60,11.5,35.3,30,0,25,
2024-05-10,15:04:22.010,8.13,-45,-42,100,14,1,4,10,-38,100,13,-2.50,7.00,48.442837, 11.542376,23,4.90,30.00,60,11.5,35.3,30,0,25,
2024-05-10,15:04:22.140,8.12,-45,-42,100,14,1,4,10,-49,100,15,-2.50,7.00,48.442837, 11.542376,23,4.90,30.00,60,11.5,35.3,30,0,25,
2024-05-10,15:04:22.260,8.13,-45,-42,100,14,1,4,10,-49,100,15,-2.50,7.00,48.442858, 11.542398,23,5.20,20.00,7,11.5,35.3,30,0,24,
2024-05-10,15:04:22.370,8.12,-45,-42,100,14,1,4,10,-48,100,14,-2.50,7.00,48.442858, 11.542398,23,5.20,20.00,7,11.5,35.2,30,0,24,
2024-05-10,15:04:22.490,8.12,-45,-42,100,14,1,4,10,-48,100,14,-2.50,10.00,48.442858, 11.542398,23,5.20,20.00,7,11.5,35.2,30,0,24,
2024-05-10,15:04:22.600,8.13,-66,-54,100,14,1,4,10,-49,100,14,-2.50,10.00,48.442858, 11.542398,23,5.20,20.00,7,11.5,35.2,30,0,24,
2024-05-10,15:04:22.730,8.13,-66,-54,100,14,1,4,10,-49,100,14,-2.50,10.00,48.442889, 11.542418,23,5.90,16.00,34,11.5,35.2,30,0,25,
2024-05-10,15:04:22.850,8.12,-66,-54,100,14,1,4,10,-48,100,14,-2.50,10.00,48.442889, 11.542418,23,5.90,16.00,34,11.4,35.0,40,0,25,
2024-05-10,15:04:22.960,8.13,-66,-54,100,14,1,4,10,-48,100,14,2.00,16.00,48.442889, 11.542418,23,5.90,16.00,34,11.4,35.0,40,0,25,
2024-05-10,15:04:23.090,8.13,-66,-54,100,14,1,4,10,-47,100,14,2.00,16.00,48.442889, 11.542418,23,5.90,16.00,34,11.4,35.0,40,0,25,
2024-05-10,15:04:23.220,8.13,-66,-54,100,14,1,4,10,-47,100,14,2.00,16.00,48.442911, 11.542432,21,5.60,22.00,-59,11.4,35.0,40,0,25,
2024-05-10,15:04:23.340,8.13,-66,-54,100,14,1,4,10,-59,100,14,2.00,16.00,48.442911, 11.542432,21,5.60,22.00,-59,11.4,34.9,40,0,25,
2024-05-10,15:04:23.450,8.13,-66,-54,100,14,1,4,10,-59,100,14,2.00,22.00,48.442911, 11.542432,21,5.60,22.00,-59,11.4,34.9,40,0,25,
2024-05-10,15:04:23.560,8.12,-66,-55,100,14,1,4,10,-58,100,14,2.00,22.00,48.442911, 11.542432,21,5.60,22.00,-59,11.4,34.9,40,0,25,
2024-05-10,15:04:23.670,8.13,-66,-55,100,14,1,4,10,-58,100,14,2.00,22.00,48.442935, 11.542445,23,5.30,18.00,-46,11.4,34.9,40,0,26,
2024-05-10,15:04:23.790,8.12,-66,-55,100,14,1,4,10,-54,100,14,2.00,22.00,48.442935, 11.542445,23,5.30,18.00,-46,11.4,34.7,50,0,26,
2024-05-10,15:04:23.900,8.13,-66,-55,100,14,1,4,10,-54,100,14,-2.50,24.00,48.442935, 11.542445,23,5.30,18.00,-46,11.4,34.7,50,0,26,
2024-05-10,15:04:24.030,8.13,-60,-60,100,14,1,4,10,-59,100,14,-2.50,24.00,48.442935, 11.542445,23,5.30,18.00,-46,11.4,34.7,50,0,26,
2024-05-10,15:04:24.160,8.13,-60,-60,100,14,1,4,10,-59,100,14,-2.50,24.00,48.442964, 11.542462,24,5.40,24.00,39,11.4,34.7,50,0,28,
2024-05-10,15:04:24.290,8.13,-60,-60,100,14,1,4,10,-56,100,14,-2.50,24.00,48.442964, 11.542462,24,5.40,24.00,39,11.4,34.3,50,0,28,
2024-05-10,15:04:24.420,8.13,-60,-60,100,14,1,4,10,-56,100,14,-2.50,29.00,48.442964, 11.542462,24,5.40,24.00,39,11.4,34.3,50,0,28,
2024-05-10,15:04:24.550,8.13,-52,-62,99,13,0,4,10,-63,100,14,-2.50,29.00,48.442998, 11.542488,23,5.50,30.00,118,11.4,34.3,50,0,29,
2024-05-10,15:04:24.680,8.12,-52,-62,99,13,0,4,10,-63,100,14,-2.50,29.00,48.442998, 11.542488,23,5.50,30.00,118,11.4,34.3,50,0,29,
2024-05-10,15:04:24.810,8.13,-52,-62,99,13,0,4,10,-57,100,14,-2.50,29.00,48.442998, 11.542488,23,5.50,30.00,118,11.4,34.2,60,0,29,
2024-05-10,15:04:24.940,8.12,-59,-62,99,13,1,4,10,-46,100,14,2.00,34.00,48.442998, 11.542488,23,5.50,30.00,118,11.4,34.2,60,0,29,
2024-05-10,15:04:25.070,8.13,-59,-62,99,13,1,4,10,-46,100,14,2.00,34.00,48.443032, 11.542515,23,5.60,30.00,77,11.4,34.2,60,0,32,
2024-05-10,15:04:25.200,8.13,-59,-62,99,13,1,4,10,-50,100,14,2.00,34.00,48.443032, 11.542515,23,5.60,30.00,77,11.4,34.0,60,0,32,
2024-05-10,15:04:25.320,8.12,-59,-62,99,13,1,4,10,-50,100,14,2.00,34.00,48.443032, 11.542515,23,5.60,30.00,77,11.4,34.0,60,0,32,
2024-05-10,15:04:25.430,8.13,-59,-56,99,14,1,4,10,-50,100,14,2.00,37.00,48.443032, 11.542515,23,5.60,30.00,77,11.4,34.0,60,0,32,
2024-05-10,15:04:25.540,8.12,-59,-56,99,14,1,4,10,-50,100,14,2.00,37.00,48.443066, 11.542544,23,6.10,50.00,80,11.4,34.0,60,0,34,
2024-05-10,15:04:25.670,8.13,-59,-56,99,14,1,4,10,-57,100,14,2.00,37.00,48.443066, 11.542544,23,6.10,50.00,80,11.3,34.2,70,0,34,
2024-05-10,15:04:25.800,8.12,-59,-56,99,14,1,4,10,-57,100,14,2.00,37.00,48.443066, 11.542544,23,6.10,50.00,80,11.3,34.2,70,0,34,
2024-05-10,15:04:25.920,8.12,-59,-59,100,14,1,4,10,-62,100,14,-2.50,47.00,48.443066, 11.542544,23,6.10,50.00,80,11.3,34.2,70,0,34,
2024-05-10,15:04:26.030,8.12,-59,-59,100,14,1,4,10,-62,100,14,-2.50,47.00,48.443086, 11.542577,24,5.70,78.00,37,11.3,34.2,70,0,36,
2024-05-10,15:04:26.160,8.13,-59,-59,100,14,1,4,10,-47,100,14,-2.50,47.00,48.443086, 11.542577,24,5.70,78.00,37,11.3,34.2,70,0,36,
2024-05-10,15:04:26.290,8.12,-59,-59,100,14,1,4,10,-47,100,14,-2.50,47.00,48.443086, 11.542577,24,5.70,78.00,37,11.3,34.2,70,0,36,
2024-05-10,15:04:26.420,8.13,-57,-61,100,14,0,4,10,-47,100,14,-2.50,52.00,48.443086, 11.542577,24,5.70,78.00,37,11.3,34.2,70,0,36,
2024-05-10,15:04:26.550,8.13,-57,-61,100,14,0,4,10,-47,100,14,-2.50,52.00,48.443099, 11.542613,24,5.40,78.00,-66,11.3,34.2,70,0,36,
2024-05-10,15:04:26.680,8.13,-57,-61,100,14,0,4,10,-46,100,15,-2.50,52.00,48.443099, 11.542613,24,5.40,78.00,-66,11.3,34.2,80,0,36,
2024-05-10,15:04:26.810,8.13,-57,-61,100,14,0,4,10,-46,100,15,10.00,57.00,48.443099, 11.542613,24,5.40,78.00,-66,11.3,34.2,80,0,36,
2024-05-10,15:04:26.940,8.13,-54,-61,100,14,0,4,10,-45,100,13,10.00,57.00,48.443099, 11.542613,24,5.40,78.00,-66,11.3,34.2,80,0,36,
2024-05-10,15:04:27.070,8.13,-54,-61,100,14,0,4,10,-45,100,13,10.00,57.00,48.443113, 11.542652,23,5.10,68.00,-41,11.3,34.2,80,0,38,
2024-05-10,15:04:27.200,8.12,-54,-61,100,14,0,4,10,-49,100,15,10.00,57.00,48.443113, 11.542652,23,5.10,68.00,-41,11.3,34.1,80,0,38,
2024-05-10,15:04:27.320,8.12,-54,-61,100,14,0,4,10,-49,100,15,10.00,63.00,48.443113, 11.542652,23,5.10,68.00,-41,11.3,34.1,80,0,38,
2024-05-10,15:04:27.430,8.13,-52,-61,100,14,0,4,10,-49,100,15,10.00,63.00,48.443123, 11.542693,24,5.00,66.00,-76,11.3,34.1,80,0,38,
2024-05-10,15:04:27.540,8.13,-52,-61,100,14,0,4,10,-49,100,15,10.00,63.00,48.443123, 11.542693,24,5.00,66.00,-76,11.3,34.1,80,0,38,
2024-05-10,15:04:27.670,8.12,-52,-61,100,14,0,4,10,-49,100,13,10.00,63.00,48.443123, 11.542693,24,5.00,66.00,-76,11.3,34.0,80,0,38,
2024-05-10,15:04:27.800,8.13,-52,-61,100,14,0,4,10,-49,100,13,10.00,66.00,48.443123, 11.542693,24,5.00,66.00,-76,11.3,34.0,80,0,38,
2024-05-10,15:04:27.930,8.13,-53,-61,100,13,0,4,10,-49,100,14,10.00,66.00,48.443134, 11.542738,24,5.00,62.00,-75,11.3,34.0,80,0,40,
2024-05-10,15:04:28.060,8.12,-53,-61,100,13,0,4,10,-49,100,14,10.00,66.00,48.443134, 11.542738,24,5.00,62.00,-75,11.3,34.0,80,0,40,
2024-05-10,15:04:28.180,8.12,-53,-61,100,13,0,4,10,-51,100,14,10.00,66.00,48.443134, 11.542738,24,5.00,62.00,-75,11.3,33.8,90,0,40,
2024-05-10,15:04:28.290,8.13,-53,-61,100,13,0,4,10,-51,100,14,10.00,71.00,48.443134, 11.542738,24,5.00,62.00,-75,11.3,33.8,90,0,40,
2024-05-10,15:04:28.420,8.13,-56,-61,100,14,0,4,10,-64,100,14,10.00,71.00,48.443157, 11.542803,24,5.40,56.00,-41,11.3,33.8,90,0,43,
2024-05-10,15:04:28.550,8.13,-56,-61,100,14,0,4,10,-50,100,14,10.00,71.00,48.443157, 11.542803,24,5.40,56.00,-41,11.3,33.6,90,0,43,
2024-05-10,15:04:28.680,8.12,-56,-61,100,14,0,4,10,-50,100,14,10.00,71.00,48.443157, 11.542803,24,5.40,56.00,-41,11.3,33.6,90,0,43,
2024-05-10,15:04:28.800,8.12,-61,-70,100,14,0,4,10,-49,100,15,10.00,74.00,48.443157, 11.542803,24,5.40,56.00,-41,11.3,33.6,90,0,43,
2024-05-10,15:04:28.910,8.12,-61,-70,100,14,0,4,10,-49,100,15,10.00,74.00,48.443185, 11.542871,24,5.70,56.00,7,11.3,33.6,90,0,47,
2024-05-10,15:04:29.040,8.12,-61,-70,100,14,0,4,10,-49,100,14,10.00,74.00,48.443185, 11.542871,24,5.70,56.00,7,11.3,33.2,100,0,47,
2024-05-10,15:04:29.170,8.13,-61,-70,100,14,0,4,10,-49,100,14,10.00,74.00,48.443185, 11.542871,24,5.70,56.00,7,11.3,33.2,100,0,47,
2024-05-10,15:04:29.300,8.12,-57,-70,100,14,0,4,10,-53,100,15,9.94,79.00,48.443185, 11.542871,24,5.70,56.00,7,11.3,33.2,100,0,47,
2024-05-10,15:04:29.430,8.13,-57,-70,100,14,0,4,10,-53,100,15,9.94,79.00,48.443215, 11.542941,24,5.70,60.00,32,11.3,33.2,100,0,52,
2024-05-10,15:04:29.560,8.13,-57,-70,100,14,0,4,10,-58,100,14,9.94,79.00,48.443215, 11.542941,24,5.70,60.00,32,11.3,33.0,100,0,52,
2024-05-10,15:04:29.670,8.13,-57,-70,100,14,0,4,10,-58,100,14,9.77,85.00,48.443215, 11.542941,24,5.70,60.00,32,11.3,33.0,100,0,52,
2024-05-10,15:04:29.790,8.12,-61,-70,100,14,0,4,10,-58,100,14,9.77,85.00,48.443215, 11.542941,24,5.70,60.00,32,11.3,33.0,100,0,52,
2024-05-10,15:04:29.900,8.13,-61,-70,100,14,0,4,10,-58,100,14,9.77,85.00,48.443237, 11.543001,24,5.60,58.00,37,11.3,33.0,100,0,55,
2024-05-10,15:04:30.030,8.12,-61,-70,100,14,0,4,10,-62,100,15,9.77,85.00,48.443237, 11.543001,24,5.60,58.00,37,11.2,33.0,110,0,55,
2024-05-10,15:04:30.150,8.12,-61,-70,100,14,0,4,10,-62,100,15,10.00,89.00,48.443237, 11.543001,24,5.60,58.00,37,11.2,33.0,110,0,55,
2024-05-10,15:04:30.260,8.13,-63,-64,100,14,1,4,10,-66,100,15,10.00,89.00,48.443237, 11.543001,24,5.60,58.00,37,11.2,33.0,110,0,55,
2024-05-10,15:04:30.390,8.13,-63,-64,100,14,1,4,10,-66,100,15,10.00,89.00,48.443262, 11.543056,24,5.60,50.00,57,11.2,33.0,110,0,60,
2024-05-10,15:04:30.510,8.12,-63,-64,100,14,1,4,10,-59,100,14,10.00,89.00,48.443262, 11.543056,24,5.60,50.00,57,11.2,33.4,110,0,60,
2024-05-10,15:04:30.620,8.13,-63,-64,100,14,1,4,10,-59,100,14,10.00,89.00,48.443262, 11.543056,24,5.60,50.00,57,11.2,33.4,110,0,60,
2024-05-10,15:04:30.750,8.12,-63,-67,100,14,1,4,10,-68,100,14,10.00,96.00,48.443262, 11.543056,24,5.60,50.00,57,11.2,33.4,110,0,60,
2024-05-10,15:04:30.870,8.12,-63,-67,100,14,1,4,10,-68,100,14,10.00,96.00,48.443287, 11.543100,24,5.50,32.00,-24,11.2,33.4,110,0,64,
2024-05-10,15:04:30.980,8.13,-63,-67,100,14,1,4,10,-71,100,14,10.00,96.00,48.443287, 11.543100,24,5.50,32.00,-24,11.2,33.6,120,0,64,
2024-05-10,15:04:31.100,8.13,-63,-67,100,14,1,4,10,-71,100,14,10.00,101.00,48.443287, 11.543100,24,5.50,32.00,-24,11.2,33.6,120,0,64,
2024-05-10,15:04:31.210,8.12,-89,-71,100,13,1,4,10,-68,100,14,10.00,101.00,48.443287, 11.543100,24,5.50,32.00,-24,11.2,33.6,120,0,64,
2024-05-10,15:04:31.340,8.13,-89,-71,100,13,1,4,10,-68,100,14,10.00,101.00,48.443310, 11.543131,24,5.60,24.00,-23,11.2,33.6,120,0,67,
2024-05-10,15:04:31.470,8.13,-89,-71,100,13,1,4,10,-63,100,13,10.00,104.00,48.443310, 11.543131,24,5.60,24.00,-23,11.2,33.6,120,0,67,
2024-05-10,15:04:31.580,8.13,-89,-71,100,13,1,4,10,-63,100,13,10.00,104.00,48.443310, 11.543131,24,5.60,24.00,10,11.2,33.6,120,0,70,
2024-05-10,15:04:31.710,8.12,-89,-72,100,13,1,4,10,-63,100,14,10.00,104.00,48.443332, 11.543153,24,5.60,24.00,10,11.2,33.6,120,0,70,
2024-05-10,15:04:31.840,8.13,-89,-72,100,13,1,4,10,-63,100,14,10.00,104.00,48.443332, 11.543153,24,5.60,24.00,10,11.2,33.7,120,0,70,
2024-05-10,15:04:31.970,8.12,-89,-72,100,13,1,4,10,-62,100,13,10.00,110.00,48.443332, 11.543153,24,5.60,24.00,10,11.2,33.7,120,0,70,
2024-05-10,15:04:32.090,8.12,-89,-72,100,13,1,4,10,-62,100,13,10.00,110.00,48.443352, 11.543173,24,5.60,24.00,-29,11.2,33.7,120,0,72,
2024-05-10,15:04:32.200,8.13,-89,-70,100,14,1,4,10,-69,100,14,10.00,110.00,48.443352, 11.543173,24,5.60,24.00,-29,11.2,33.7,120,0,72,
2024-05-10,15:04:32.330,8.13,-89,-70,100,14,1,4,10,-69,100,14,10.00,112.00,48.443352, 11.543173,24,5.60,24.00,-29,11.2,33.7,120,0,72,
2024-05-10,15:04:32.460,8.12,-89,-70,100,14,1,4,10,-75,100,13,10.00,112.00,48.443352, 11.543173,24,5.60,24.00,-29,11.2,33.7,120,0,72,
2024-05-10,15:04:32.580,8.12,-89,-70,100,14,1,4,10,-75,100,13,10.00,112.00,48.443373, 11.543188,24,5.60,28.00,-42,11.2,33.7,120,0,75,
2024-05-10,15:04:32.690,8.12,-89,-72,100,13,1,4,10,-70,100,13,10.00,116.00,48.443373, 11.543188,24,5.60,28.00,-42,11.2,33.7,120,0,75,
2024-05-10,15:04:32.820,8.13,-89,-72,100,13,1,4,10,-70,100,13,10.00,116.00,48.443389, 11.543203,24,5.50,36.00,23,11.2,33.7,120,0,77,
2024-05-10,15:04:32.950,8.13,-89,-72,100,13,1,4,10,-67,100,13,10.00,116.00,48.443389, 11.543203,24,5.50,36.00,23,11.2,33.5,130,0,77,
2024-05-10,15:04:33.070,8.13,-89,-72,100,13,1,4,10,-67,100,13,10.00,116.00,48.443389, 11.543203,24,5.50,36.00,23,11.2,33.5,130,0,77,
2024-05-10,15:04:33.180,8.13,-75,-87,100,11,0,4,10,-69,100,14,9.53,122.00,48.443389, 11.543203,24,5.50,36.00,23,11.2,33.5,130,0,77,
2024-05-10,15:04:33.310,8.12,-75,-87,100,11,0,4,10,-69,100,14,9.53,122.00,48.443411, 11.543226,23,5.40,48.00,1,11.2,33.5,130,0,80,
2024-05-10,15:04:33.440,8.12,-75,-87,100,11,0,4,10,-73,100,13,9.53,122.00,48.443411, 11.543226,23,5.40,48.00,1,11.2,33.5,140,0,80,
2024-05-10,15:04:33.570,8.13,-75,-87,100,11,0,4,10,-73,100,13,9.53,122.00,48.443411, 11.543226,23,5.40,48.00,1,11.2,33.5,140,0,80,
2024-05-10,15:04:33.680,8.12,-76,-87,100,12,0,4,10,-71,100,13,8.89,124.00,48.443411, 11.543226,23,5.40,48.00,1,11.2,33.5,140,0,80,
2024-05-10,15:04:33.790,8.12,-76,-87,100,12,0,4,10,-71,100,13,8.89,124.00,48.443429, 11.543253,24,5.30,60.00,10,11.2,33.5,140,0,83,
2024-05-10,15:04:33.900,8.12,-76,-87,100,12,0,4,10,-75,100,13,8.89,124.00,48.443429, 11.543253,24,5.30,60.00,10,11.2,33.5,140,0,83,
2024-05-10,15:04:34.030,8.12,-76,-87,100,12,0,4,10,-75,100,13,8.89,124.00,48.443429, 11.543253,24,5.30,60.00,10,11.2,33.3,140,0,83,
2024-05-10,15:04:34.150,8.12,-80,-71,99,9,1,4,10,-61,100,14,8.58,129.00,48.443429, 11.543253,24,5.30,60.00,10,11.2,33.3,140,0,83,
2024-05-10,15:04:34.270,8.12,-80,-71,99,9,1,4,10,-61,100,14,8.58,129.00,48.443447, 11.543297,24,4.40,64.00,-53,11.2,33.3,140,0,86,
2024-05-10,15:04:34.380,8.13,-80,-71,99,9,1,4,10,-62,100,14,8.58,129.00,48.443447, 11.543297,24,4.40,64.00,-53,11.8,0.0,140,0,86,
2024-05-10,15:04:34.510,8.12,-80,-71,99,9,1,4,10,-62,100,14,8.58,129.00,48.443447, 11.543297,24,4.40,64.00,-53,11.8,0.0,140,0,86,
2024-05-10,15:04:34.640,8.12,-80,-70,99,13,1,4,10,-63,100,14,3.68,132.00,48.443447, 11.543297,24,4.40,64.00,-53,11.8,0.0,140,0,86,
2024-05-10,15:04:34.770,8.13,-80,-70,99,13,1,4,10,-63,100,14,3.68,132.00,48.443460, 11.543336,24,3.30,66.00,-53,11.8,0.0,140,0,89,
2024-05-10,15:04:34.900,8.12,-80,-70,99,13,1,4,10,-72,100,14,3.68,132.00,48.443460, 11.543336,24,3.30,66.00,-53,11.8,0.1,140,0,89,
